"","SetName","Winrate","Presence"
"1","ONS",NA,0
"2","LEA",NA,0
"3","DIS",NA,0
"4","GPT",NA,0
"5","CSP",NA,0
"6","RAV",NA,0
"7","PLS",NA,0
"8","THB",NA,0
"9","ZEN",NA,0
"10","KTK",NA,0
"11","WWK",NA,0
"12","ELD",NA,0
"13","JUD",NA,0
"14","TSP",NA,0
"15","MH1",NA,0
"16","AKH",NA,0
"17","M20",NA,0
"18","BFZ",NA,0
"19","AVR",NA,0
"20","IKO",NA,0
"21","DRK",NA,0
"22","KHM",NA,0
"23","NPH",NA,0
"24","INV",NA,0
"25","WAR",NA,0
"26","KLD",NA,0
"27","RNA",NA,0
"28","SHM",NA,0
"29","M15",NA,0
"30","OGW",NA,0
"31","AER",NA,0
"32","CHK",NA,0
"33","ZNR",NA,0
"34","M11",NA,0
"35","FUT",NA,0
"36","M21",NA,0
"37","ISD",NA,0
"38","LRW",NA,0
"39","ODY",NA,0
"40","MOR",NA,0
"41","CON",NA,0
"42","STH",NA,0
"43","ROE",NA,0
"44","M10",NA,0
"45","DTK",NA,0
"46","ALL",NA,0
"47","ICE",NA,0
"48","STX",NA,0
"49","5DN",NA,0
"50","WTH",NA,0
"51","DST",NA,0
"52","SOM",NA,0
"53","ATQ",NA,0
"54","EMN",NA,0
"55","RTR",NA,0
"56","ARB",NA,0
"57","MBS",NA,0
"58","FRF",NA,0
"59","SOI",NA,0
"60","TMP",NA,0
"61","GTC",NA,0
"62","HOU",NA,0
"63","ULG",NA,0
"64","JOU",NA,0
"65","MRD",NA,0
"66","EVE",NA,0
"67","ALA",NA,0
"68","PLC",NA,0
"69","XLN",NA,0
"70","GRN",NA,0
"71","LEG",NA,0
"72","NEM",NA,0
"73","DOM",NA,0
"74","ARN",NA,0
"75","THS",NA,0
"76","ORI",NA,0
"77","M14",NA,0
"78","CMD",NA,0
"79","DKA",NA,0
"80","BNG",NA,0
"81","SOK",NA,0
"82","P02",NA,0
"83","M13",NA,0
"84","DGM",NA,0
"85","M12",NA,0
"86","MIR",NA,0
"87","M19",NA,0
"88","TOR",NA,0
"89","APC",NA,0
"90","HML",NA,0
