"","CardNames","DeckCount","WinrateAverage"
"1","Lightning Bolt",129,70.2
"2","Wooded Foothills",127,69.9
"3","Mountain",117,70.3
"4","Forest",102,69.8
"5","Windswept Heath",83,71.3
"6","Steam Vents",79,69.9
"7","Bloodstained Mire",77,69.5
"8","Plains",66,70.6
"9","Monastery Swiftspear",65,70.5
"10","Misty Rainforest",64,70.2
"11","Verdant Catacombs",64,70
"12","Sacred Foundry",63,70.7
"13","Stomping Ground",63,70.9
"14","Island",59,69.9
"15","Temple Garden",58,70.4
"16","Mishra's Bauble",56,71
"17","Lava Dart",55,70.5
"18","Soul-Scar Mage",53,70.5
"19","Breeding Pool",53,71.3
"20","Walking Ballista",52,67.9
"21","Scalding Tarn",52,69.4
"22","Swamp",48,69
"23","Arid Mesa",47,71.1
"24","Fatal Push",46,69.3
"25","Manamorphose",46,69.6
"26","Opt",45,70
"27","Utopia Sprawl",45,69.9
"28","Mutagenic Growth",44,70.2
"29","Cavern of Souls",43,70
"30","Karn, the Great Creator",42,69.7
"31","Overgrown Tomb",39,70
"32","Fiery Islet",38,69.5
"33","Spirebluff Canal",38,70.2
"34","Blood Crypt",37,68.6
"35","Blast Zone",37,70
"36","Arbor Elf",37,69.7
"37","Ketria Triome",35,71.1
"38","Dismember",34,68.5
"39","Snapcaster Mage",34,69.3
"40","Polluted Delta",34,69
"41","Prismatic Vista",34,70.1
"42","Skyclave Apparition",34,69.6
"43","Archmage's Charm",33,69.6
"44","Wrenn and Six",33,70.7
"45","Cryptic Command",32,69.1
"46","Light Up the Stage",32,70.6
"47","Sprite Dragon",31,70.2
"48","Radiant Fountain",31,70.6
"49","Noble Hierarch",31,67.9
"50","Horizon Canopy",31,68.1
