"","SetCode","NoCopies","Winrate"
"1","LEA",27281,0.693
"2","ICE",18717,0.699
"3","ZEN",14481,0.697
"4","MH2",13062,0.696
"5","MH1",12690,0.696
"6","TMP",12416,0.695
"7","ONS",11113,0.698
"8","LRW",10646,0.695
"9","ALL",9157,0.698
"10","NEM",6150,0.705
"11","USG",5852,0.695
"12","ELD",5219,0.694
"13","NPH",5034,0.698
"14","FUT",4589,0.688
"15","LEG",4565,0.694
"16","LEB",4124,0.701
"17","MRD",3997,0.686
"18","ISD",3496,0.703
"19","WAR",3474,0.691
"20","THB",3439,0.698
"21","ULG",3203,0.689
"22","M20",3191,0.69
"23","DKA",2869,0.697
"24","AVR",2667,0.692
"25","WWK",2644,0.687
"26","GPT",2569,0.691
"27","ZNR",2346,0.682
"28","MBS",2286,0.683
"29","STX",2285,0.706
"30","EXO",2282,0.683
"31","DST",2261,0.685
"32","M11",2259,0.7
"33","RTR",2067,0.687
"34","PLC",2051,0.69
"35","SCG",1960,0.696
"36","ROE",1960,0.689
"37","ALA",1939,0.697
"38","CSP",1814,0.695
"39","MMQ",1721,0.688
"40","HOU",1666,0.7
"41","CON",1646,0.688
"42","SOM",1626,0.681
"43","DRK",1547,0.689
"44","TSP",1541,0.684
"45","WTH",1539,0.702
"46","GTC",1507,0.676
"47","CMD",1503,0.69
"48","JUD",1482,0.683
"49","GRN",1447,0.69
"50","STH",1353,0.682
"51","MIR",1335,0.693
"52","AER",1312,0.687
"53","VIS",1305,0.666
"54","CMR",1259,0.704
"55","CN2",1221,0.7
"56","RAV",1172,0.692
"57","ODY",1164,0.696
"58","OGW",1125,0.675
"59","IKO",1081,0.703
"60","EVE",1076,0.684
"61","SOK",973,0.694
"62","CHK",896,0.667
"63","TOR",867,0.696
"64","5DN",862,0.693
"65","PC2",809,0.694
"66","JMP",765,0.675
"67","AKH",761,0.696
"68","M19",753,0.705
"69","C20",729,0.705
"70","MOR",729,0.678
"71","M15",716,0.679
"72","PLS",712,0.703
"73","SHM",658,0.686
"74","C14",625,0.696
"75","M14",592,0.707
"76","C13",541,0.703
"77","BNG",539,0.692
"78","DIS",488,0.677
"79","C18",467,0.704
"80","KTK",458,0.689
"81","M13",445,0.676
"82","FRF",425,0.695
"83","ORI",408,0.688
"84","XLN",401,0.687
"85","EMN",393,0.685
"86","M21",348,0.688
"87","KLD",345,0.688
"88","ARB",315,0.686
"89","DOM",314,0.693
"90","POR",303,0.7
"91","KHM",303,0.709
"92","C15",297,0.683
"93","CNS",285,0.705
"94","DGM",273,0.681
"95","BOK",269,0.69
"96","ATQ",262,0.693
"97","C19",256,0.674
"98","BBD",251,0.687
"99","BFZ",246,0.678
"100","RNA",222,0.691
"101","AFR",220,0.661
"102","FEM",219,0.696
"103","APC",204,0.679
"104","JOU",202,0.68
"105","MID",149,0.698
"106","M10",139,0.662
"107","SOI",134,0.691
"108","INV",131,0.693
"109","ARN",117,0.693
"110","PTK",113,0.726
"111","RIX",94,0.667
"112","P02",82,0.675
"113","DTK",78,0.683
"114","VOW",78,0.7
"115","UDS",53,0.674
"116","HML",44,0.662
"117","THS",34,0.687
"118","C16",31,0.683
"119","C21",24,0.705
"120","LGN",23,0.694
"121","M12",9,0.719
"122","SLD",4,0.75
"123","S99",2,0.688
