"","CardNames","DeckCount","WinrateAverage"
"1","Force of Will",2089,70.1
"2","Brainstorm",2064,70.1
"3","Misty Rainforest",2052,70.1
"4","Ponder",2012,70.2
"5","Wasteland",1693,70
"6","Flooded Strand",1618,70.5
"7","Polluted Delta",1580,70.2
"8","Volcanic Island",1539,70.2
"9","Scalding Tarn",1489,70.2
"10","Daze",1300,70.5
"11","Force of Negation",1159,70
"12","Karakas",1099,69
"13","Tropical Island",1059,69.9
"14","Snow-Covered Island",1048,69.9
"15","Lightning Bolt",1009,70.3
"16","Swords to Plowshares",982,70.1
"17","Delver of Secrets",782,70.6
"18","Sylvan Library",751,69.6
"19","Tundra",743,70.1
"20","Snow-Covered Forest",706,69.5
"21","Preordain",702,70.3
"22","Wooded Foothills",699,69.5
"23","Lotus Petal",672,69.3
"24","Uro, Titan of Nature's Wrath",669,70.2
"25","Verdant Catacombs",663,68.1
"26","Island",651,70
"27","Underground Sea",646,69.7
"28","Ancient Tomb",632,68.6
"29","Bayou",618,68.5
"30","Windswept Heath",566,68.4
"31","Forest",559,67.6
"32","Snow-Covered Plains",556,69.9
"33","Expressive Iteration",546,71.2
"34","Ragavan, Nimble Pilferer",535,71
"35","Savannah",528,68.6
"36","Murktide Regent",519,71.1
"37","Dryad Arbor",516,68.7
"38","City of Traitors",510,68.5
"39","Green Sun's Zenith",496,68.4
"40","Prismatic Vista",493,69.7
"41","Mountain",490,69.2
"42","Prismatic Ending",448,70.1
"43","Urza's Saga",428,69.5
"44","Bojuka Bog",426,68.1
"45","Brazen Borrower",426,70.2
"46","Thoughtseize",411,68.7
"47","Snow-Covered Mountain",406,69.7
"48","Lion's Eye Diamond",400,69.3
"49","Ice-Fang Coatl",383,70.4
"50","Dragon's Rage Channeler",378,70.9
