"","Artist","NoCopies","Winrate"
"1","Christopher Rush",14605,0.697
"2","Rob Alexander",13206,0.697
"3","Terese Nielsen",11501,0.696
"4","Mark Tedin",9409,0.7
"5","Jesper Myrfors",7047,0.695
"6","Una Fricker",6140,0.701
"7","Shelly Wan",5326,0.701
"8","Matthew D. Wilson",4964,0.705
"9","Brian Snõddy",4816,0.699
"10","Svetlin Velinov",4693,0.698
"11","Kaja Foglio",4478,0.702
"12","Philip Straub",4338,0.702
"13","Jeff A. Menges",4187,0.698
"14","Steven Belledin",3799,0.697
"15","Paul Scott Canavan",3589,0.703
"16","Anson Maddocks",3570,0.698
"17","Nils Hamm",3473,0.703
"18","Anastasia Ovchinnikova",3396,0.698
"19","Vincent Proce",3046,0.699
"20","Mark Zug",3038,0.684
"21","Kev Walker",3011,0.687
"22","Randy Vargas",2978,0.69
"23","April Lee",2712,0.689
"24","Aleksi Briclot",2568,0.687
"25","John Stanko",2384,0.695
"26","Adam Rex",2266,0.686
"27","Eric Deschamps",2260,0.694
"28","Igor Kieryluk",2252,0.693
"29","Nicola Leonard",2241,0.693
"30","Donato Giancola",2227,0.699
"31","Colin MacNeil",2216,0.686
"32","Simon Dominic",2144,0.709
"33","Douglas Shuler",2117,0.688
"34","Christopher Moeller",2083,0.688
"35","Vance Kovacs",2064,0.687
"36","John Avon",2041,0.681
"37","Mark Poole",2023,0.698
"38","Sandra Everingham",1998,0.692
"39","Magali Villeneuve",1923,0.7
"40","David Rapoza",1921,0.684
"41","Jason Chan",1902,0.692
"42","Pete Venters",1902,0.689
"43","Filip Burburan",1898,0.696
"44","Victor Adame Minguez",1855,0.69
"45","Anthony S. Waters",1744,0.682
"46","Nicholas Gregory",1740,0.694
"47","Lucas Graciano",1738,0.708
"48","Dan Frazier",1738,0.686
"49","Scott M. Fischer",1713,0.696
"50","Harold McNeill",1700,0.697
"51","Titus Lunter",1678,0.695
"52","Rebecca Guay",1577,0.699
"53","Pat Morrissey",1564,0.698
"54","Jonas De Ro",1559,0.703
"55","Greg Hildebrandt",1554,0.695
"56","Daniel Ljunggren",1549,0.69
"57","Richard Thomas",1540,0.694
"58","Martina Fackova",1497,0.709
"59","Volkan Baǵa",1457,0.701
"60","Izzy",1438,0.698
"61","Jerry Tiritilli",1403,0.69
"62","Tom Wänerstrand",1372,0.697
"63","DiTerlizzi",1350,0.679
"64","Sam Burley",1297,0.694
"65","Chippy",1284,0.699
"66","Dany Orizio",1267,0.696
"67","Lake Hurwitz",1206,0.695
"68","Erica Yang",1197,0.694
"69","Yongjae Choi",1193,0.688
"70","Mike Bierek",1181,0.695
"71","Matt Stewart",1180,0.676
"72","Margaret Organ-Kean",1123,0.69
"73","Daarken",1116,0.681
"74","Dave DeVries",1112,0.693
"75","Cliff Childs",1083,0.695
"76","Kieran Yanner",1073,0.681
"77","D. Alexander Gregory",1068,0.683
"78","Gabor Szikszai",1057,0.695
"79","Franz Vohwinkel",1054,0.683
"80","Ron Spears",1030,0.696
"81","Jesper Ejsing",1028,0.688
"82","Raymond Swanland",1019,0.687
"83","Mark Romanoski",977,0.706
"84","Jim Nelson",948,0.693
"85","Jana Schirmer & Johannes Voss",919,0.696
"86","Adam Paquette",905,0.694
"87","James Paick",898,0.688
"88","Jason Rainville",888,0.695
"89","Wisnu Tan",881,0.678
"90","Michael Komarck",845,0.678
"91","Stephan Martiniere",835,0.678
"92","Greg Staples",825,0.696
"93","Seb McKinnon",778,0.683
"94","Chris Rallis",771,0.697
"95","Ron Spencer",768,0.683
"96","Ryan Pancoast",752,0.695
"97","Martina Pilcerova",735,0.687
