"","CardNames","DeckCount","WinrateAverage"
"1","Pongify",1,90
"2","Magma Spray",1,90
"3","Chandra's Defeat",1,90
"4","Gorilla Shaman",1,90
"5","Dennick, Pious Apprentice",2,89.5
"6","Manic Scribe",1,87.5
"7","Boseiju, Who Shelters All",2,83.3
"8","Unified Will",2,83.3
"9","Tide Shaper",2,83.3
"10","Miscast",1,83.3
"11","Tempted by the Oriq",1,83.3
"12","Painful Truths",2,82.4
"13","Summary Dismissal",3,82.1
"14","Sphere of Annihilation",3,80
"15","Harsh Mentor",2,80
"16","Filigree Familiar",2,80
"17","Treasure Vault",2,80
"18","Into the Story",1,80
"19","Verdant Command",1,80
"20","Galvanic Blast",2,78.9
"21","Wall of Shards",4,78.4
"22","Experimental Frenzy",3,78.3
"23","Titania, Protector of Argoth",3,77.8
"24","By Force",3,77.8
"25","Thing in the Ice",2,77.8
"26","Heliod's Intervention",2,77.8
"27","Big Game Hunter",2,77.8
"28","Rule of Law",2,77.8
"29","Nightpack Ambusher",1,77.8
"30","Cloudform",1,77.8
"31","Fynn, the Fangbearer",1,77.8
"32","Izzet Staticaster",1,77.8
"33","Solemnity",1,77.8
"34","Flaying Tendrils",1,77.8
"35","Barrage of Boulders",1,77.8
"36","Hide // Seek",1,77.8
"37","Stonehorn Dignitary",1,77.8
"38","Ulamog, the Ceaseless Hunger",3,76.9
"39","Selfless Spirit",3,76.7
"40","Hope of Ghirapur",2,76.5
"41","Chameleon Colossus",2,76.5
"42","Trail of Crumbs",2,76.5
"43","Seal of Removal",2,76.5
"44","Nimble Obstructionist",3,76
"45","Geist of Saint Traft",5,75.6
"46","Leyline of Vitality",3,75
"47","Loaming Shaman",2,75
"48","Zuran Orb",2,75
"49","Yasharn, Implacable Earth",2,75
"50","Thieving Skydiver",2,75
