"","CardNames","DeckCount","WinrateAverage"
"1","Wood Elves",1,90
"2","Chandra, Acolyte of Flame",2,88.9
"3","Fraying Sanity",1,87.5
"4","Benthic Biomancer",1,83.3
"5","Power Conduit",2,82.4
"6","Oran-Rief Hydra",1,81.8
"7","Reclamation Sage",3,80.8
"8","Shalai, Voice of Plenty",1,80
"9","Beanstalk Giant",1,80
"10","Fierce Empath",1,80
"11","Flayer Husk",1,80
"12","Lukka, Coppercoat Outcast",3,79.2
"13","Stirring Wildwood",2,78.9
"14","Spitebellows",2,78.9
"15","Stonehorn Dignitary",4,78.1
"16","Thassa, Deep-Dwelling",4,78.1
"17","Power Depot",7,78
"18","Prosperous Innkeeper",10,77.8
"19","Eldrazi Obligator",4,77.8
"20","Augur of Autumn",2,77.8
"21","Niambi, Esteemed Speaker",1,77.8
"22","Khalni Heart Expedition",1,77.8
"23","Cloudform",1,77.8
"24","Mirran Crusader",1,77.8
"25","Neoform",1,77.8
"26","Acidic Slime",1,77.8
"27","Inferno Titan",1,77.8
"28","Deafening Clarion",1,77.8
"29","Spine of Ish Sah",1,77.8
"30","Trinisphere",1,77.8
"31","Gorilla Shaman",1,77.8
"32","Liquimetal Coating",1,77.8
"33","Darkness",1,77.8
"34","Silhana Ledgewalker",1,77.8
"35","Glint-Nest Crane",1,77.8
"36","Sun Titan",1,77.8
"37","Silverbluff Bridge",6,77.6
"38","Blistercoil Weird",5,76.9
"39","Vesperlark",3,76.9
"40","Peer Through Depths",2,76.5
"41","Ideas Unbound",2,76.5
"42","Psychic Puppetry",2,76.5
"43","Reach Through Mists",2,76.5
"44","Merchant Scroll",2,76.5
"45","Urza's Factory",2,76.5
"46","Linvala, Keeper of Silence",3,76
"47","Talisman of Progress",3,76
"48","Harbinger of the Tides",3,75.9
"49","Cragcrown Pathway",11,75.8
"50","Adventurous Impulse",7,75.4
