"","Artist","NoCopies","Winrate"
"1","Rob Alexander",18199,0.688
"2","Christopher Rush",8834,0.686
"3","Mark Poole",5089,0.69
"4","Eric Deschamps",4347,0.685
"5","Chippy",3922,0.69
"6","Adam Paquette",3815,0.694
"7","Anastasia Ovchinnikova",3346,0.694
"8","Aleksi Briclot",3196,0.686
"9","Shelly Wan",3005,0.691
"10","Philip Straub",2921,0.69
"11","Jason Chan",2875,0.689
"12","Ron Spears",2849,0.69
"13","John Stanko",2806,0.688
"14","Tomasz Jedruszek",2738,0.682
"15","Svetlin Velinov",2737,0.69
"16","Steve Argyle",2692,0.685
"17","Douglas Shuler",2600,0.687
"18","Mark Zug",2590,0.69
"19","Raymond Swanland",2533,0.684
"20","Franz Vohwinkel",2524,0.687
"21","Chris Rallis",2482,0.691
"22","Terese Nielsen",2459,0.686
"23","John Avon",2411,0.694
"24","Ryan Pancoast",2373,0.691
"25","Jung Park",2346,0.682
"26","Seb McKinnon",2345,0.682
"27","Vance Kovacs",2325,0.694
"28","Todd Lockwood",2314,0.686
"29","Jonas De Ro",2281,0.69
"30","Jesper Myrfors",2234,0.686
"31","Howard Lyon",2231,0.683
"32","Paul Scott Canavan",2206,0.686
"33","Chase Stone",2122,0.685
"34","Simon Dominic",2111,0.691
"35","Izzy",2077,0.685
"36","Alayna Danner",2043,0.689
"37","Cyril Van Der Haegen",2012,0.685
"38","Anthony S. Waters",1973,0.692
"39","Vincent Proce",1953,0.677
"40","Mark Tedin",1944,0.681
"41","Kev Walker",1926,0.684
"42","Titus Lunter",1924,0.69
"43","Yeong-Hao Han",1903,0.686
"44","Ekaterina Burmak",1846,0.689
"45","Randy Vargas",1827,0.687
"46","Cliff Childs",1821,0.689
"47","Daarken",1817,0.683
"48","Martina Fackova",1815,0.693
"49","Dave Kendall",1808,0.688
"50","Pete Venters",1714,0.686
"51","Jason Rainville",1712,0.692
"52","Chris Rahn",1709,0.686
"53","Sam Burley",1697,0.689
"54","Tom Wänerstrand",1689,0.684
"55","Dmitry Burmak",1686,0.681
"56","Lake Hurwitz",1681,0.685
"57","Mike Bierek",1659,0.682
"58","Kari Christensen",1549,0.691
"59","James Paick",1548,0.685
"60","Raoul Vitale",1378,0.69
"61","Anson Maddocks",1353,0.68
"62","Greg Hildebrandt",1342,0.679
"63","Michael Sutfin",1334,0.684
"64","Warren Mahy",1325,0.685
"65","Matt Stewart",1224,0.677
"66","Heather Hudson",1161,0.697
"67","Volkan Baǵa",1138,0.687
"68","Amy Weber",1135,0.687
"69","Lius Lasahido",1105,0.698
"70","Jean-Sébastien Rossbach",1102,0.685
"71","Darrell Riche",1091,0.692
"72","Lucas Graciano",1082,0.694
"73","Richard Wright",1059,0.682
"74","Kieran Yanner",1046,0.689
"75","Wisnu Tan",1045,0.679
"76","Richard Whitters",1032,0.696
"77","Michael Komarck",1012,0.678
"78","Evan Shipard",1003,0.69
"79","Greg Staples",1001,0.685
"80","Johannes Voss",996,0.681
"81","Jason Felix",981,0.688
"82","Ben Thompson",980,0.693
"83","Daniel Ljunggren",979,0.68
"84","Cynthia Sheppard",938,0.679
"85","David Martin",933,0.689
"86","Jeff Miracola",919,0.685
"87","Christopher Moeller",898,0.694
"88","Donato Giancola",894,0.683
"89","Wayne England",888,0.678
"90","Erica Yang",888,0.686
"91","Steven Belledin",878,0.679
"92","Christine Choi",872,0.698
"93","Victor Adame Minguez",859,0.689
"94","Michael C. Hayes",856,0.679
"95","Dan Frazier",850,0.684
"96","Dimitar Marinski",847,0.678
"97","Justin Murray",842,0.693
"98","Slawomir Maniak",826,0.689
"99","rk post",810,0.693
"100","Noah Bradley",805,0.692
"101","Dan Scott",747,0.683
"102","Adam Rex",724,0.68
