"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",869,69.1
"2","Mystical Dispute",860,69
"3","Lurrus of the Dream-Den",767,69
"4","Veil of Summer",652,68.6
"5","Pithing Needle",572,68.7
"6","Path to Exile",557,68.6
"7","Force of Vigor",553,69.2
"8","Aether Gust",481,68.6
"9","Relic of Progenitus",459,68.8
"10","Soul-Guide Lantern",429,69
"11","Alpine Moon",425,69
"12","Chalice of the Void",400,68.8
"13","Endurance",395,69.3
"14","Thoughtseize",386,68.9
"15","Rest in Peace",380,68.4
"16","Flusterstorm",370,69
"17","Tormod's Crypt",363,69.1
"18","Blood Moon",360,69
"19","Force of Negation",319,68.8
"20","Nihil Spellbomb",311,68.6
"21","Spell Pierce",295,69.4
"22","Kozilek's Return",283,69.6
"23","Sanctifier en-Vec",283,68.1
"24","Abrade",279,69.6
"25","Void Mirror",259,69.5
"26","Damping Sphere",253,68.3
"27","Prismatic Ending",253,68.3
"28","Celestial Purge",240,68.8
"29","Torpor Orb",212,69
"30","Dismember",208,68.3
"31","Grafdigger's Cage",201,67.4
"32","Dovin's Veto",198,69
"33","Liquimetal Coating",196,68.4
"34","Kor Firewalker",193,67.4
"35","Leyline of Sanctity",192,67.7
"36","Wear // Tear",192,68.1
"37","Fatal Push",187,68.7
"38","Ensnaring Bridge",186,67.7
"39","Kolaghan's Command",184,68.3
"40","Foundation Breaker",179,70
"41","Ashiok, Dream Render",178,67.7
"42","Auriok Champion",175,68.3
"43","Walking Ballista",159,68
"44","Cleansing Wildfire",148,68.4
"45","Seal of Cleansing",148,70.2
"46","Subtlety",146,70.4
"47","Anger of the Gods",145,68.2
"48","Nature's Claim",145,66.7
"49","Dress Down",143,67.7
"50","Yorion, Sky Nomad",140,68.9
