"","CardNames","DeckCount","Winrate95Min"
"1","Reclamation Sage",90,68.9
"2","Engineered Explosives",869,68
"3","Hurkyl's Recall",33,67.9
"4","Mystical Dispute",860,67.9
"5","Subtlety",146,67.8
"6","Force of Vigor",553,67.8
"7","Lurrus of the Dream-Den",767,67.8
"8","Abrade",279,67.7
"9","Tireless Tracker",63,67.6
"10","Pact of Negation",73,67.6
"11","Foundation Breaker",179,67.6
"12","Kozilek's Return",283,67.6
"13","Endurance",395,67.6
"14","Seal of Cleansing",148,67.5
"15","Void Mirror",259,67.5
"16","Spell Pierce",295,67.5
"17","Deicide",79,67.4
"18","Ghost Quarter",100,67.4
"19","Kaheera, the Orphanguard",122,67.4
"20","Tormod's Crypt",363,67.4
"21","Soul-Guide Lantern",429,67.4
"22","Alpine Moon",425,67.4
"23","Pithing Needle",572,67.4
"24","Arboreal Grazer",28,67.3
"25","Blood Moon",360,67.3
"26","Relic of Progenitus",459,67.3
"27","Veil of Summer",652,67.3
"28","Giant Killer",34,67.2
"29","Flusterstorm",370,67.2
"30","Thoughtseize",386,67.2
"31","Chalice of the Void",400,67.2
"32","Path to Exile",557,67.2
"33","Cavern of Souls",44,67.1
"34","Aether Gust",481,67.1
"35","Teferi, Time Raveler",98,67
"36","Dennick, Pious Apprentice",2,66.9
"37","Force of Negation",319,66.9
"38","Fury",83,66.7
"39","Dispel",92,66.7
"40","Torpor Orb",212,66.7
"41","Dovin's Veto",198,66.7
"42","Nihil Spellbomb",311,66.7
"43","Rest in Peace",380,66.7
"44","Crime // Punishment",39,66.6
"45","Celestial Purge",240,66.6
"46","Faerie Macabre",55,66.5
"47","Obsidian Charmaw",45,66.4
"48","Terminate",128,66.3
"49","Fatal Push",187,66.3
"50","Damping Sphere",253,66.3
