"","SetCode","NoCopies","Winrate"
"1","MH2",2935,0.746
"2","MH1",1401,0.748
"3","ZEN",1289,0.753
"4","LEA",1269,0.75
"5","ONS",887,0.748
"6","NEO",602,0.742
"7","ELD",520,0.763
"8","WWK",450,0.752
"9","RAV",434,0.737
"10","WAR",428,0.746
"11","GPT",408,0.749
"12","KLD",396,0.742
"13","STX",370,0.749
"14","DIS",357,0.747
"15","ICE",333,0.74
"16","M20",331,0.753
"17","FUT",328,0.742
"18","5DN",291,0.749
"19","LRW",279,0.728
"20","ZNR",277,0.753
"21","SOM",277,0.726
"22","MID",271,0.758
"23","TSP",263,0.736
"24","AVR",234,0.754
"25","ALA",228,0.746
"26","ATQ",227,0.732
"27","CSP",221,0.758
"28","THB",221,0.73
"29","ARB",217,0.755
"30","NPH",213,0.737
"31","IKO",191,0.752
"32","MRD",189,0.718
"33","M11",177,0.736
"34","EMN",170,0.731
"35","ROE",146,0.755
"36","AFR",142,0.718
"37","AER",141,0.729
"38","DRK",138,0.764
"39","PC2",136,0.759
"40","M21",133,0.739
"41","DKA",133,0.716
"42","PLS",131,0.734
"43","PLC",109,0.747
"44","DST",98,0.724
"45","ISD",96,0.777
"46","APC",96,0.75
"47","CON",96,0.756
"48","CHK",93,0.741
"49","MBS",89,0.719
"50","SOI",87,0.739
"51","RTR",86,0.752
"52","AKH",82,0.746
"53","SHM",81,0.753
"54","OGW",78,0.76
"55","DOM",76,0.755
"56","HOU",72,0.764
"57","SOK",68,0.722
"58","INV",67,0.743
"59","KTK",63,0.767
"60","BFZ",63,0.725
"61","JOU",61,0.735
"62","RNA",59,0.758
"63","CMD",51,0.741
"64","GTC",48,0.774
"65","DTK",47,0.724
"66","MIR",46,0.718
"67","GRN",46,0.73
"68","M19",45,0.722
"69","VOW",44,0.757
"70","XLN",40,0.772
"71","WTH",36,0.688
"72","ARN",35,0.688
"73","STH",34,0.715
"74","ULG",31,0.725
"75","DGM",31,0.735
"76","EVE",27,0.703
"77","MOR",23,0.726
"78","FRF",20,0.709
"79","M13",18,0.716
"80","M15",17,0.756
"81","M12",12,0.737
"82","KHM",11,0.7
"83","P02",11,0.75
"84","PTK",9,0.812
"85","TMP",8,0.735
"86","ORI",7,0.667
"87","C14",6,0.775
"88","LEG",5,0.731
"89","M10",5,0.773
"90","JUD",3,1
"91","M14",1,1
"92","VIS",1,0.571
