"","CardNames","DeckCount","WinrateAverage"
"1","Misty Rainforest",138,75.7
"2","Steam Vents",132,75.4
"3","Scalding Tarn",121,76.2
"4","Boseiju, Who Endures",100,74.4
"5","Flooded Strand",95,75.1
"6","Lightning Bolt",94,75.8
"7","Island",92,75.7
"8","Breeding Pool",85,75.2
"9","Otawara, Soaring City",81,75.8
"10","Forest",81,74
"11","Counterspell",75,75.7
"12","Expressive Iteration",74,75.7
"13","Ragavan, Nimble Pilferer",73,74.4
"14","Stomping Ground",68,75
"15","Wooded Foothills",67,74.6
"16","Fury",66,74.7
"17","Spirebluff Canal",66,75.4
"18","Unholy Heat",65,75
"19","Windswept Heath",62,73.6
"20","Mishra's Bauble",60,75.8
"21","Prismatic Ending",57,74.3
"22","Polluted Delta",57,76.5
"23","Teferi, Time Raveler",56,74.5
"24","Hallowed Fountain",56,74.7
"25","Ketria Triome",54,75.2
"26","Snow-Covered Island",54,74.9
"27","Sacred Foundry",52,74.7
"28","Archmage's Charm",52,75.9
"29","Raugrin Triome",50,74.9
"30","Urza's Saga",50,74.8
"31","Dragon's Rage Channeler",49,76
"32","Solitude",48,74.1
"33","Plains",48,74.9
"34","Spell Pierce",46,76.6
"35","Consider",45,77.2
"36","Wrenn and Six",43,74.2
"37","Snow-Covered Plains",43,73.2
"38","Temple Garden",42,74.1
"39","Murktide Regent",42,77.5
"40","Force of Negation",40,74.5
"41","Snow-Covered Forest",40,74.3
"42","Mountain",39,73.7
"43","Fiery Islet",39,75.9
"44","Omnath, Locus of Creation",36,74.6
"45","Swamp",35,73.5
"46","Shardless Agent",34,75.9
"47","Violent Outburst",34,75.9
"48","Arid Mesa",34,74
"49","Brazen Borrower",33,76.2
"50","Endurance",32,73.6
