"","CardNames","DeckCount","Winrate95Min"
"1","Fire // Ice",27,69.9
"2","Silent Clearing",57,69.9
"3","Shadowspear",65,69.5
"4","Inkmoth Nexus",52,69.4
"5","Memnite",51,69.4
"6","Ornithopter",51,69.4
"7","Puresteel Paladin",51,69.4
"8","Colossus Hammer",51,69.4
"9","Sigarda's Aid",51,69.4
"10","Stoneforge Mystic",64,69.4
"11","Crashing Footfalls",21,69.3
"12","Urza's Saga",71,69.3
"13","Steam Vents",143,69.3
"14","Mountain",103,69.1
"15","Esper Sentinel",48,69
"16","Island",134,69
"17","Flooded Strand",71,68.9
"18","Ingenious Smith",19,68.8
"19","Ketria Triome",45,68.8
"20","Springleaf Drum",53,68.8
"21","Scalding Tarn",137,68.8
"22","Steelshaper's Gift",49,68.7
"23","Plains",74,68.7
"24","Forest",75,68.7
"25","Gemstone Caverns",24,68.4
"26","Soul-Guide Lantern",4,68.3
"27","Stomping Ground",77,68.3
"28","Mishra's Bauble",100,68.3
"29","Lightning Bolt",116,68.3
"30","Force of Negation",48,68.2
"31","Bonecrusher Giant",22,68
"32","Jace, the Mind Sculptor",34,68
"33","Polluted Delta",55,68
"34","Breeding Pool",62,68
"35","Brazen Borrower",55,67.9
"36","Spirebluff Canal",84,67.8
"37","Misty Rainforest",96,67.8
"38","Teferi, Time Raveler",40,67.7
"39","Sunbaked Canyon",37,67.7
"40","Horizon Canopy",30,67.5
"41","Engineered Explosives",23,67.4
"42","Snapcaster Mage",44,67.4
"43","Wooded Foothills",78,67.4
"44","Ragavan, Nimble Pilferer",81,67.4
"45","Dragon's Rage Channeler",83,67.4
"46","Shardless Agent",39,67.3
"47","Violent Outburst",39,67.3
"48","Expressive Iteration",65,67.3
"49","Unholy Heat",79,67.2
"50","Prismatic Ending",51,67
