"","SetCode","NoCopies","Winrate"
"1","MH2",3136,0.719
"2","LEA",1619,0.72
"3","MH1",1423,0.718
"4","ZEN",1147,0.712
"5","ONS",828,0.714
"6","ELD",631,0.724
"7","5DN",562,0.722
"8","GPT",514,0.716
"9","LRW",512,0.712
"10","WWK",506,0.724
"11","SOM",499,0.724
"12","KLD",483,0.715
"13","M20",445,0.721
"14","CSP",394,0.717
"15","STX",360,0.716
"16","NPH",343,0.723
"17","THB",316,0.725
"18","FUT",311,0.707
"19","ICE",303,0.699
"20","RAV",300,0.714
"21","IKO",297,0.727
"22","ATQ",296,0.727
"23","DIS",289,0.714
"24","MRD",277,0.725
"25","ZNR",259,0.704
"26","WAR",250,0.722
"27","ROE",250,0.707
"28","ARB",241,0.71
"29","MBS",232,0.735
"30","EMN",232,0.734
"31","DKA",213,0.717
"32","TSP",212,0.709
"33","CON",208,0.72
"34","DRK",198,0.729
"35","AER",183,0.718
"36","HOU",179,0.708
"37","SHM",161,0.692
"38","ISD",158,0.72
"39","PC2",156,0.729
"40","SOK",143,0.724
"41","DTK",142,0.709
"42","OGW",133,0.714
"43","AKH",125,0.706
"44","APC",115,0.74
"45","NEM",115,0.736
"46","M21",106,0.694
"47","PLS",102,0.719
"48","AFR",100,0.749
"49","DST",93,0.694
"50","AVR",85,0.689
"51","CMD",85,0.725
"52","RTR",81,0.717
"53","XLN",75,0.701
"54","KTK",75,0.677
"55","DGM",69,0.718
"56","CHK",68,0.679
"57","M12",66,0.706
"58","TMP",60,0.728
"59","ALA",56,0.724
"60","PLC",46,0.726
"61","M11",45,0.71
"62","BFZ",44,0.748
"63","SOI",39,0.72
"64","THS",38,0.757
"65","STH",37,0.719
"66","EVE",37,0.705
"67","RNA",37,0.694
"68","GRN",36,0.681
"69","PTK",34,0.68
"70","P02",34,0.649
"71","MOR",31,0.695
"72","DOM",30,0.707
"73","JUD",30,0.677
"74","WTH",30,0.676
"75","ULG",29,0.691
"76","CN2",25,0.698
"77","INV",25,0.667
"78","M10",23,0.698
"79","JOU",23,0.667
"80","FRF",18,0.707
"81","M15",16,0.72
"82","GTC",14,0.595
"83","ARN",11,0.696
"84","KHM",10,0.733
"85","M13",9,0.682
"86","MIR",7,0.76
"87","LEG",5,0.769
"88","TOR",4,0.765
"89","C14",4,0.625
"90","SCG",4,0.625
"91","BNG",2,0.667
