"","SetCode","NoCopies","Winrate"
"1","MH2",4146,0.724
"2","ZEN",1862,0.723
"3","LEA",1742,0.717
"4","MH1",1547,0.724
"5","ONS",1470,0.718
"6","NEO",880,0.726
"7","ELD",720,0.728
"8","GPT",670,0.724
"9","WWK",570,0.724
"10","WAR",546,0.708
"11","RAV",505,0.725
"12","SNC",501,0.718
"13","DIS",498,0.727
"14","M20",483,0.733
"15","STX",480,0.727
"16","LRW",447,0.716
"17","5DN",430,0.716
"18","DMU",414,0.691
"19","ICE",401,0.735
"20","KLD",385,0.744
"21","THB",382,0.726
"22","NPH",355,0.708
"23","SOM",348,0.704
"24","ZNR",346,0.703
"25","CSP",344,0.73
"26","IKO",326,0.716
"27","MRD",324,0.69
"28","ATQ",319,0.697
"29","AER",314,0.703
"30","FUT",308,0.733
"31","EMN",284,0.731
"32","AVR",281,0.723
"33","MID",273,0.734
"34","APC",256,0.708
"35","CMD",255,0.73
"36","ARB",249,0.743
"37","TSP",248,0.721
"38","M21",247,0.732
"39","DRK",230,0.707
"40","RNA",188,0.722
"41","AFR",178,0.698
"42","DKA",177,0.745
"43","CHK",177,0.708
"44","ORI",154,0.693
"45","PC2",152,0.742
"46","PLS",149,0.712
"47","DST",145,0.684
"48","KTK",142,0.691
"49","ALA",139,0.7
"50","MBS",136,0.733
"51","M11",135,0.766
"52","HOU",131,0.714
"53","RTR",126,0.715
"54","ROE",120,0.681
"55","PLC",116,0.73
"56","SHM",114,0.706
"57","GTC",108,0.667
"58","OGW",105,0.687
"59","SOK",102,0.709
"60","DOM",100,0.699
"61","SOI",98,0.754
"62","AKH",97,0.759
"63","VOW",81,0.715
"64","JOU",79,0.693
"65","CON",79,0.715
"66","DGM",77,0.709
"67","MOR",75,0.715
"68","GRN",64,0.735
"69","STH",64,0.721
"70","DTK",61,0.686
"71","M19",59,0.691
"72","INV",57,0.67
"73","MIR",52,0.781
"74","BFZ",43,0.693
"75","XLN",42,0.671
"76","ISD",41,0.725
"77","P02",35,0.649
"78","M13",32,0.682
"79","EVE",29,0.78
"80","KHM",28,0.685
"81","M12",24,0.7
"82","FRF",23,0.685
"83","TMP",18,0.676
"84","THS",16,0.75
"85","ARN",15,0.788
"86","JUD",15,0.778
"87","M10",15,0.717
"88","M15",8,0.73
"89","BOK",8,0.69
"90","C14",5,0.686
"91","WTH",4,1
"92","BNG",4,0.75
"93","PTK",3,0.75
"94","ULG",2,1
"95","LEG",2,0.727
