"","CardNames","DeckCount","WinrateAverage"
"1","Brainstorm",37,66.7
"2","Ponder",36,67.1
"3","Force of Will",36,65.5
"4","Wasteland",35,66.7
"5","Misty Rainforest",31,67
"6","Scalding Tarn",31,67.5
"7","Volcanic Island",29,66.8
"8","Karakas",28,67
"9","Polluted Delta",28,68.2
"10","Flooded Strand",27,65.5
"11","Swords to Plowshares",24,62.5
"12","Daze",22,68.3
"13","Murktide Regent",19,66.4
"14","Snow-Covered Island",19,63.4
"15","Island",18,65.8
"16","Forest",16,70.4
"17","Dark Ritual",16,70.3
"18","Prismatic Ending",16,63.1
"19","Expressive Iteration",15,67
"20","Lotus Petal",15,70.2
"21","Tundra",15,60.8
"22","Lightning Bolt",14,69.4
"23","Delver of Secrets",14,67.4
"24","Boseiju, Who Endures",14,68.8
"25","Rishadan Port",13,69.8
"26","Taiga",13,73.6
"27","Urza's Saga",13,69.8
"28","Yavimaya, Cradle of Growth",13,73
"29","Endurance",13,67.4
"30","Cavern of Souls",13,71.3
"31","Force of Negation",13,60
"32","Bojuka Bog",12,74.4
"33","Dragon's Rage Channeler",12,67.1
"34","Mishra's Bauble",12,65
"35","Swamp",12,67.9
"36","Teferi, Time Raveler",12,60.8
"37","Verdant Catacombs",12,69.3
"38","Shadowspear",11,70.3
"39","Thespian's Stage",11,75
"40","Bloodstained Mire",11,68.2
"41","Plains",11,64.2
"42","Underground Sea",11,72
"43","Snow-Covered Plains",11,60.8
"44","Life from the Loam",10,70
"45","Crop Rotation",10,73.5
"46","Wooded Foothills",10,75.4
"47","Mountain",10,68.6
"48","Stoneforge Mystic",10,61.3
"49","Badlands",10,67.6
"50","Narset, Parter of Veils",10,62.1
