"","CardNames","DeckCount","Winrate95Min"
"1","Misdirection",1,69.2
"2","Maze of Ith",7,65.3
"3","Thespian's Stage",11,63.7
"4","Duress",2,63.6
"5","Cabal Ritual",2,63.6
"6","Edge of Autumn",2,63.6
"7","Ideas Unbound",2,63.6
"8","Personal Tutor",2,63.6
"9","Bojuka Bog",12,63.6
"10","Wooded Foothills",10,63.5
"11","Taiga",13,63.3
"12","Pyrite Spellbomb",4,63.1
"13","Expedition Map",8,62.8
"14","Yavimaya, Cradle of Growth",13,62.6
"15","Mox Diamond",8,62.4
"16","Dark Depths",8,62.4
"17","Crop Rotation",10,61.4
"18","Pithing Needle",7,61.1
"19","Polluted Delta",28,61.1
"20","Dark Ritual",16,60.9
"21","Exploration",5,60.8
"22","Blast Zone",5,60.8
"23","Forest",16,60.8
"24","Ponder",36,60.7
"25","Cavern of Souls",13,60.6
"26","Scalding Tarn",31,60.6
"27","Underground Sea",11,60.4
"28","Lotus Petal",15,60.4
"29","Brainstorm",37,60.4
"30","Wasteland",35,60.2
"31","Daze",22,60
"32","Misty Rainforest",31,60
"33","The Tabernacle at Pendrell Vale",7,59.7
"34","Lion's Eye Diamond",8,59.7
"35","Karakas",28,59.7
"36","Volcanic Island",29,59.7
"37","Lightning Bolt",14,59.3
"38","Thoughtseize",9,59.2
"39","Force of Will",36,59.1
"40","Rishadan Port",13,58.9
"41","Urza's Saga",13,58.9
"42","Verdant Catacombs",12,58.6
"43","Shadowspear",11,58.5
"44","Boseiju, Who Endures",14,58.5
"45","Thassa's Oracle",8,58.3
"46","Doomsday",7,58.1
"47","Life from the Loam",10,57.9
"48","Flooded Strand",27,57.9
"49","Murktide Regent",19,57.3
"50","Bloodstained Mire",11,57.2
