"","SetCode","NoCopies","Winrate"
"1","LEA",640,0.671
"2","MH2",424,0.67
"3","ICE",350,0.662
"4","ZEN",268,0.679
"5","TMP",246,0.677
"6","ONS",215,0.686
"7","LRW",194,0.668
"8","MH1",178,0.663
"9","ALL",156,0.657
"10","USG",149,0.699
"11","NPH",118,0.641
"12","NEM",91,0.681
"13","WAR",83,0.661
"14","GPT",80,0.658
"15","LEG",79,0.671
"16","ELD",77,0.671
"17","ULG",76,0.705
"18","ISD",76,0.652
"19","DKA",76,0.63
"20","WTH",69,0.665
"21","WWK",68,0.677
"22","AVR",68,0.668
"23","LEB",66,0.668
"24","MMQ",65,0.705
"25","MRD",62,0.699
"26","CSP",60,0.702
"27","STX",57,0.67
"28","FUT",54,0.699
"29","THB",54,0.661
"30","M20",51,0.702
"31","NEO",48,0.653
"32","DST",44,0.636
"33","RAV",41,0.663
"34","CMR",38,0.669
"35","MID",37,0.679
"36","MBS",37,0.662
"37","CN2",36,0.612
"38","GTC",35,0.75
"39","SCG",35,0.675
"40","STH",32,0.722
"41","CMD",32,0.677
"42","ODY",30,0.623
"43","DRK",29,0.708
"44","EVE",29,0.625
"45","SOK",28,0.714
"46","EXO",28,0.761
"47","ZNR",28,0.648
"48","BNG",27,0.621
"49","SOM",26,0.707
"50","M11",26,0.652
"51","MIR",24,0.708
"52","ALA",23,0.656
"53","VIS",21,0.632
"54","RTR",21,0.653
"55","PC2",20,0.643
"56","IKO",20,0.615
"57","TSP",19,0.69
"58","CON",19,0.604
"59","JMP",19,0.65
"60","PLC",18,0.637
"61","TOR",17,0.667
"62","JUD",17,0.708
"63","ORI",17,0.65
"64","GRN",16,0.677
"65","AER",16,0.683
"66","HOU",15,0.698
"67","ROE",15,0.768
"68","MOR",13,0.636
"69","5DN",12,0.725
"70","CHK",12,0.632
"71","CNS",12,0.636
"72","P02",11,0.667
"73","BOK",10,0.607
"74","DIS",10,0.65
"75","APC",8,0.667
"76","POR",6,0.882
"77","M19",6,0.643
"78","M10",6,0.714
"79","M15",6,0.724
"80","FRF",5,0.714
"81","C13",5,0.611
"82","BFZ",4,0.727
"83","M13",4,0.727
"84","JOU",4,0.5
"85","LGN",3,0.667
"86","UDS",3,0.85
"87","RNA",3,0.571
"88","THS",3,0.6
"89","C18",2,0.615
"90","XLN",2,0.667
"91","EMN",2,0.636
"92","NEC",2,0.571
"93","ATQ",2,0.667
"94","ARN",2,0.5
"95","BBD",1,0.667
"96","AFR",1,0.667
"97","AKH",1,0.667
"98","C19",1,0.667
