"","CardNames","DeckCount","WinrateAverage"
"1","Force of Negation",86,71.3
"2","Surgical Extraction",84,69.5
"3","Pyroblast",80,70
"4","Meltdown",63,70.4
"5","Hydroblast",52,72.5
"6","Endurance",46,70.6
"7","Red Elemental Blast",42,67.2
"8","Torpor Orb",42,70.1
"9","Grafdigger's Cage",42,69
"10","Collector Ouphe",40,70.1
"11","Force of Vigor",40,71.2
"12","Flusterstorm",38,71.5
"13","Karakas",37,69.7
"14","Carpet of Flowers",36,71.5
"15","End the Festivities",36,70.2
"16","Submerge",35,72.4
"17","Yorion, Sky Nomad",32,72.2
"18","Plague Engineer",30,72.6
"19","Pithing Needle",30,68.9
"20","Thoughtseize",27,70.6
"21","Leyline of the Void",24,67.1
"22","Containment Priest",23,68.1
"23","Faerie Macabre",22,73.8
"24","Court of Cunning",20,70.2
"25","Ethersworn Canonist",18,73.1
"26","Mindbreak Trap",17,67.3
"27","Assassin's Trophy",16,68.4
"28","Progenitus",16,68.4
"29","Narset, Parter of Veils",15,72.4
"30","Knight of Autumn",14,69.5
"31","Soul-Guide Lantern",14,70.3
"32","Shenanigans",14,74.2
"33","Magus of the Moon",14,75.8
"34","Wasteland",14,72
"35","Ensnaring Bridge",14,68.8
"36","Deafening Silence",14,71.7
"37","Wear // Tear",13,75
"38","Mycosynth Lattice",13,68.6
"39","Rest in Peace",13,71.6
"40","Massacre",13,74.3
"41","Prismatic Ending",13,68.9
"42","Iona, Shield of Emeria",12,75
"43","Tormod's Crypt",12,67.7
"44","Meddling Mage",12,71.4
"45","Seeds of Innocence",12,72.8
"46","Blue Elemental Blast",12,71.6
"47","Serenity",11,75.3
"48","Liquimetal Coating",11,68.9
"49","Izzet Staticaster",11,69
"50","Veil of Summer",10,72.1
