"","CardNames","DeckCount","Winrate95Min"
"1","Hydroblast",52,67.3
"2","Force of Negation",86,67.3
"3","Magus of the Moon",14,65.9
"4","Submerge",35,65.9
"5","Plague Engineer",30,65.8
"6","Pyroblast",80,65.8
"7","Faerie Macabre",22,65.7
"8","Meltdown",63,65.7
"9","Yorion, Sky Nomad",32,65.5
"10","Surgical Extraction",84,65.5
"11","Carpet of Flowers",36,65.4
"12","Coffin Purge",5,65.3
"13","Flusterstorm",38,65.3
"14","Force of Vigor",40,65.2
"15","Mystical Dispute",8,65
"16","Endurance",46,65
"17","Path to Exile",9,64.7
"18","Wear // Tear",13,64.6
"19","Shenanigans",14,64.3
"20","Torpor Orb",42,64.3
"21","Ethersworn Canonist",18,64.2
"22","Collector Ouphe",40,64.2
"23","Iona, Shield of Emeria",12,64.1
"24","Serenity",11,63.9
"25","End the Festivities",36,63.9
"26","Karakas",37,63.3
"27","Thoughtseize",27,63.1
"28","Grafdigger's Cage",42,63.1
"29","Massacre",13,62.8
"30","Narset, Parter of Veils",15,62.5
"31","Seeds of Innocence",12,61.8
"32","Show and Tell",7,61.7
"33","Pithing Needle",30,61.6
"34","Archetype of Endurance",9,61.5
"35","Deafening Silence",14,61.4
"36","Court of Cunning",20,61.3
"37","Red Elemental Blast",42,61.2
"38","Rest in Peace",13,61
"39","Wasteland",14,60.9
"40","Meddling Mage",12,60
"41","Veil of Summer",10,59.9
"42","Soul-Guide Lantern",14,59.8
"43","Containment Priest",23,59.8
"44","Blue Elemental Blast",12,59.3
"45","Knight of Autumn",14,59.2
"46","Leyline of the Void",24,59.2
"47","Blood Moon",9,59
"48","Prismatic Ending",13,58.3
"49","Assassin's Trophy",16,58.2
"50","Progenitus",16,58.2
