"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Izzet Delver - Elves - Yorion   Zenith,Bant Control - Mardu Reanimator - Conflict(Slow   Depths,Temur Lands) - Yorion   Zenith - UW   Control,Izzet Delver - Yorion   Zenith - Mardu Reanimator,Izzet Delver - Yorion   Zenith - Elves - Mardu Reanimator,Izzet Delver - Yorion   Zenith - Elves - Mardu Reanimator
"Tiers 1.5",Death  &  Taxes - Mardu Reanimator - Jeskai Mentor - 4 C   Control - Doomsday - Conflict(4 C   Control,Yorion   Zenith) - Madness - WUBR Reanimator - Mono Red Prison - Artifacts   Blue,WUBR Reanimator - Mono Red Prison - Izzet Delver - Artifacts   Blue - Doomsday - Death  &  Taxes,Elves - Death  &  Taxes - WUBR Reanimator - Mono Red Prison - UW   Control - Doomsday - Artifacts   Blue - Conflict(4 C   Control,Yorion   Zenith) - 4 C   Control - Jeskai Mentor - Madness,Death  &  Taxes - WUBR Reanimator - Mono Red Prison - Doomsday - 4 C   Control - UW   Control - Conflict(4 C   Control,Yorion   Zenith) - Artifacts   Blue - Jeskai Mentor - Madness,Death  &  Taxes - WUBR Reanimator - Mono Red Prison - Doomsday - 4 C   Control - UW   Control - Conflict(4 C   Control,Yorion   Zenith) - Artifacts   Blue - Jeskai Mentor - Madness
"Tiers 2",UW   Control - Izzet Tempo - Conflict(Slow   Depths,Gruul Lands) - Esper Reanimator - Unknown - Goblins,Conflict(4 C   Control,Yorion   Zenith) - Conflict(Slow   Depths,Gruul Lands) - Esper Reanimator - Madness - Izzet Tempo - Elves - 4 C   Control - Jeskai Mentor - Unknown - Goblins,Bant Control - Conflict(Slow   Depths,Temur Lands) - Izzet Tempo - Conflict(Slow   Depths,Gruul Lands) - Esper Reanimator,Bant Control - Conflict(Slow   Depths,Temur Lands) - Izzet Tempo - Conflict(Slow   Depths,Gruul Lands) - Esper Reanimator,Bant Control - Conflict(Slow   Depths,Temur Lands) - Izzet Tempo - Conflict(Slow   Depths,Gruul Lands) - Esper Reanimator
"Tiers 2.5",Bant Control - Conflict(Bant Control,Yorion   Zenith) - High   Tide - Turbo   Depths - Conflict(Slow   Depths,Temur Lands),Conflict(Bant Control,Yorion   Zenith) - High   Tide - Turbo   Depths,Unknown - Goblins - Conflict(Bant Control,Yorion   Zenith) - High   Tide - Turbo   Depths,Unknown - Goblins - Conflict(Bant Control,Yorion   Zenith) - High   Tide - Turbo   Depths,Unknown - Goblins - Conflict(Bant Control,Yorion   Zenith) - High   Tide - Turbo   Depths
