"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Unknown - Dimir Control - Delver - Hammer Time - Rakdos Midrange - Dredge - WURG Control - Izzet Control - Mono Black Midrange - Temur Midrange - Izzet Murktide - Spirits - Azorius Control - Jund Midrange - Jeskai Control - Burn - Rogues - Winota - Izzet Prowess,Mill - Izzet Breach - Titan Shift - BTL Valki - Living End - WURG Footfalls - 5 Color Turbo Tibalt - Grixis Monkey - Niv To Light - Shadow Prowess - Izzet Prowess - Enigmatic Incarnation - Yawgmoth - Hardened Scales - Heliod Combo - Jund Saga - Ad Nauseam - Elementals - Obosh Aggro - Asmo Urza - Belcher - Eldrazi Tron - Blue Living End - Izzet Murktide,Izzet Prowess - Mill - Izzet Murktide - Hammer Time - Heliod Combo - Yawgmoth - Amulet Titan - Blue Living End - 5 Color Turbo Tibalt - Jund Saga - Shadow Prowess - Eldrazi Tron - Temur Footfalls - Delver - Grixis Shadow - Burn - WURG Control - Niv To Light - WURG Blink - Elementals - Jeskai Saga - BTL Scapeshift - Azorius Control,Unknown - Delver - Hammer Time - Dimir Control - Izzet Murktide - Izzet Prowess - WURG Control - Rakdos Midrange - Heliod Combo - Burn - Azorius Control - Amulet Titan - Mono Black Midrange - Temur Footfalls - Jund Midrange - Blue Living End - Spirits - Mill,Unknown - Delver - Hammer Time - Dimir Control - Izzet Murktide - Izzet Prowess - WURG Control - Rakdos Midrange - Heliod Combo - Burn - Azorius Control - Amulet Titan - Mono Black Midrange - Temur Footfalls - Jund Midrange - Blue Living End - Spirits - Mill
"Tiers 1.5",Gruul Midrange - Heliod Combo - Amulet Titan - Temur Footfalls - Golgari Midrange - Orzhov Midrange - Mono White Taxes - Mono Blue Control - Sultai Tron - Green Devotion - Miracles - Blue Living End - Reclamation - Grixis Shadow - Green Tron - Eldrazi Tron - Abzan Midrange - Yawgmoth - WURG Blink - Bant Midrange - Mono Green Midrange - Jund Saga - Mono Green Control - Grixis Saga - Mill - Esper Control - Izzet Midrange - Sultai Midrange - Jeskai Saga - BTL Scapeshift - Shadow Prowess - 5 Color Turbo Tibalt - Humans - UBRG Midrange - Mono White Midrange - Sultai Control - Crabvine - UBRG Tron,Amulet Titan - BTL Scapeshift - Jeskai Saga - Grixis Shadow - Hammer Time - Jund Shadow - Temur Footfalls - WURG Blink - WUBG Blink - Izzet Saga - Taking Turns - Creativity Combo - Gifts Storm - Boros Prowess - Grixis Control - Temur Blink - Reanimator - Burn - Mardu Midrange - Stoneblade - Bant Control - Sultai Shadow - Bogles - Infect - Esper Control - WURG Control - Azorius Control - Pyro Prison - Orzhov Taxes - Delver - Bant Blink - Orzhov Blink - Thopter Urza - Mono White Midrange - Dimir Shadow - Sultai Blink - Dimir Midrange - Esper Blink - Green Tron - Oops All Spells,Obosh Aggro - Ad Nauseam - Living End - WUBG Blink - Enigmatic Incarnation - Jund Midrange - Creativity Combo - Jund Shadow - Belcher - Esper Control - Izzet Saga - Grixis Control - WURG Footfalls - Spirits - Golgari Midrange - Miracles - Green Tron - Mono Black Midrange - BTL Valki - Grixis Monkey - Mardu Midrange - Stoneblade - Rakdos Midrange - Mono White Midrange - Asmo Urza - Hardened Scales - Unknown - Orzhov Midrange - Mono White Taxes - Mono Blue Control - Boros Prowess - Oops All Spells - Taking Turns - Infect - Reclamation - Dimir Control - Jeskai Control - Bant Control - Izzet Breach - Humans - Sultai Midrange - Esper Blink,Yawgmoth - Eldrazi Tron - Grixis Shadow - Jund Saga - Izzet Control - Dredge - Temur Midrange - Jeskai Control - WURG Blink - Golgari Midrange - Shadow Prowess - 5 Color Turbo Tibalt - Miracles - Jeskai Saga - Orzhov Midrange - BTL Scapeshift - Mono White Taxes - Green Tron - Mono Blue Control - Elementals - Esper Control - Niv To Light - Gruul Midrange - Obosh Aggro - Sultai Tron - WUBG Blink - Reclamation - Winota - Rogues - Creativity Combo - Green Devotion - Grixis Control - Mono White Midrange - Jund Shadow - Ad Nauseam - Abzan Midrange - Izzet Saga - Grixis Saga - Stoneblade - Sultai Midrange - Mardu Midrange - Belcher - Enigmatic Incarnation - Bant Midrange - Humans,Yawgmoth - Eldrazi Tron - Grixis Shadow - Jund Saga - Izzet Control - Dredge - Temur Midrange - Jeskai Control - WURG Blink - Golgari Midrange - Shadow Prowess - 5 Color Turbo Tibalt - Miracles - Jeskai Saga - Orzhov Midrange - BTL Scapeshift - Mono White Taxes - Green Tron - Mono Blue Control - Elementals - Esper Control - Niv To Light - Gruul Midrange - Obosh Aggro - Sultai Tron - WUBG Blink - Reclamation - Winota - Rogues - Creativity Combo - Green Devotion - Grixis Control - Mono White Midrange - Jund Shadow - Ad Nauseam - Abzan Midrange - Izzet Saga - Grixis Saga - Stoneblade - Sultai Midrange - Mardu Midrange - Belcher - Enigmatic Incarnation - Bant Midrange - Humans
"Tiers 2",Elementals - WUBG Blink - Thalia Stompy - Oops All Spells - Creativity Combo - Obosh Aggro - Grixis Control - Temur Tron - Niv To Light - Stoneblade - Mardu Midrange - Jund Shadow - Izzet Saga - Midrange - Esper Blink - Ad Nauseam - Mono Green Titan - Belcher - Infect - Elves - Enigmatic Incarnation - Bant Blink - Dimir Shadow - Boros Prowess - Orzhov Taxes - Bant Control - Living End - Dimir Midrange - Goblins - Taking Turns - Asmo Urza - Mono Blue Midrange - 5 Color Control - Grixis Monkey - Affinity - Merfolk - Grixis Midrange - WURG Footfalls - Hardened Scales - Grinding Breach - Azorius Midrange,Jund Midrange - Miracles - Golgari Midrange - WUBR Control - WUBG Control - UBRG Control - Temur Tron - Goblins - Humans - 5 Color Control - 5 Color Blink - Spirits - Affinity - Crabvine - Sultai Midrange - Reclaimer Titan - Orzhov Midrange - Mono Black Midrange - Mono White Taxes - Reclamation - Mono Blue Control - Grixis Saga - Mono Green Titan - Rakdos Midrange - UBRG Tron - Abzan Midrange - Enchantress - Grinding Breach - Jeskai Control - Bant Midrange - Sultai Tron - Azorius Midrange - Blue Tron - Elves - Green Devotion - Midrange,Titan Shift - Grixis Saga - Crabvine - Temur Tron - Abzan Midrange - Sultai Tron - Bant Blink - Temur Midrange - Orzhov Taxes - Dimir Shadow - Izzet Control - Gruul Midrange - Dredge - Bant Midrange - Green Devotion - UBRG Tron - Dimir Midrange - Reanimator - Mono Green Titan - Gifts Storm - Goblins - Winota - Temur Blink - Sultai Blink - Sultai Shadow - Rogues - 5 Color Control - Thopter Urza - Midrange - Orzhov Blink - Affinity - Pyro Prison - Bogles - Sultai Control - Thalia Stompy - Elves - WUBR Control,Living End - Oops All Spells - Crabvine - Temur Tron - UBRG Tron - WURG Footfalls - Grixis Monkey - Esper Blink - Infect - Boros Prowess - Asmo Urza - BTL Valki - Hardened Scales - Bant Control - Taking Turns - Bant Blink - Dimir Shadow - Orzhov Taxes - Mono Green Control - Sultai Control - Mono Green Midrange - Mono Green Titan - Izzet Breach - Thalia Stompy - Dimir Midrange - Titan Shift - UBRG Midrange - Midrange - Goblins - Reanimator - Elves - 5 Color Control - Gifts Storm - Izzet Midrange - Sultai Blink - Affinity - Temur Blink,Living End - Oops All Spells - Crabvine - Temur Tron - UBRG Tron - WURG Footfalls - Grixis Monkey - Esper Blink - Infect - Boros Prowess - Asmo Urza - BTL Valki - Hardened Scales - Bant Control - Taking Turns - Bant Blink - Dimir Shadow - Orzhov Taxes - Mono Green Control - Sultai Control - Mono Green Midrange - Mono Green Titan - Izzet Breach - Thalia Stompy - Dimir Midrange - Titan Shift - UBRG Midrange - Midrange - Goblins - Reanimator - Elves - 5 Color Control - Gifts Storm - Izzet Midrange - Sultai Blink - Affinity - Temur Blink
"Tiers 2.5",BTL Valki - Sultai Blink - Azorius Blink - Reanimator - WUBR Control - Jeskai Murktide - Thopter Urza - Reclaimer Titan - Orzhov Blink - UBRG Control - Pyro Prison - Simic Midrange - Gifts Storm - Blue Tron - Temur Blink - Sultai Shadow - Enchantress - Izzet Breach - Titan Shift - Bogles - 5 Color Blink - WUBG Control,Gruul Midrange - Merfolk - Dimir Control - Temur Midrange - Unknown - Izzet Control - Dredge - Thalia Stompy - Simic Midrange - Sultai Control - Mono Blue Midrange - Winota - Rogues - Mono Green Control - UBRG Midrange - Grixis Midrange - Jeskai Murktide - Mono Green Midrange - Izzet Midrange - Azorius Blink,Mono Green Control - UBRG Control - UBRG Midrange - Reclaimer Titan - Grinding Breach - Mono Green Midrange - Azorius Midrange - WUBG Control - Merfolk - 5 Color Blink - Mono Blue Midrange - Enchantress - Izzet Midrange - Blue Tron - Grixis Midrange - Simic Midrange - Jeskai Murktide - Azorius Blink,Thopter Urza - Sultai Shadow - Orzhov Blink - Pyro Prison - WUBR Control - Bogles - Grinding Breach - UBRG Control - Reclaimer Titan - Merfolk - Azorius Midrange - Mono Blue Midrange - WUBG Control - 5 Color Blink - Enchantress - Blue Tron - Grixis Midrange - Simic Midrange - Jeskai Murktide - Azorius Blink,Thopter Urza - Sultai Shadow - Orzhov Blink - Pyro Prison - WUBR Control - Bogles - Grinding Breach - UBRG Control - Reclaimer Titan - Merfolk - Azorius Midrange - Mono Blue Midrange - WUBG Control - 5 Color Blink - Enchantress - Blue Tron - Grixis Midrange - Simic Midrange - Jeskai Murktide - Azorius Blink
