"","SetCode","NoCopies","Winrate"
"1","ELD",403,0.624
"2","LEA",343,0.626
"3","IKO",342,0.611
"4","ZNR",287,0.617
"5","WAR",234,0.589
"6","THB",219,0.604
"7","THS",206,0.629
"8","M20",193,0.622
"9","KTK",163,0.622
"10","AKH",161,0.564
"11","KLD",156,0.64
"12","M10",143,0.609
"13","KHM",140,0.621
"14","RAV",136,0.625
"15","INV",132,0.635
"16","RTR",131,0.605
"17","AER",127,0.62
"18","GRN",125,0.615
"19","GPT",107,0.628
"20","M21",102,0.614
"21","DIS",93,0.605
"22","DOM",90,0.637
"23","STX",90,0.58
"24","DTK",84,0.633
"25","SOI",84,0.635
"26","GTC",81,0.641
"27","APC",79,0.596
"28","EMN",78,0.646
"29","M19",71,0.644
"30","ISD",68,0.649
"31","RNA",68,0.57
"32","XLN",63,0.616
"33","FRF",60,0.609
"34","HOU",59,0.61
"35","M14",50,0.663
"36","LRW",50,0.588
"37","BFZ",47,0.663
"38","JOU",46,0.64
"39","DGM",46,0.636
"40","OGW",44,0.655
"41","PTK",40,0.621
"42","MRD",39,0.595
"43","ALA",38,0.61
"44","ICE",36,0.538
"45","RIX",28,0.646
"46","TSP",24,0.63
"47","MOR",24,0.644
"48","BNG",24,0.583
"49","M15",23,0.565
"50","ORI",18,0.652
"51","CMD",14,0.671
"52","STH",12,0.611
"53","PLC",7,0.622
"54","DST",6,0.789
"55","M13",4,0.615
