"","Artist","NoCopies","Winrate"
"1","Christopher Rush",486,0.721
"2","Rob Alexander",463,0.725
"3","Terese Nielsen",389,0.718
"4","Mark Tedin",301,0.725
"5","Una Fricker",268,0.708
"6","Anastasia Ovchinnikova",216,0.718
"7","Jesper Myrfors",215,0.73
"8","Kaja Foglio",195,0.713
"9","Shelly Wan",178,0.727
"10","Paul Scott Canavan",175,0.725
"11","Brian Snõddy",168,0.704
"12","Matthew D. Wilson",160,0.715
"13","Philip Straub",150,0.715
"14","Jeff A. Menges",147,0.715
"15","Simon Dominic",140,0.707
"16","John Stanko",139,0.694
"17","Lucas Graciano",138,0.705
"18","Martina Fackova",119,0.714
"19","Vincent Proce",117,0.729
"20","David Rapoza",116,0.722
"21","Aleksi Briclot",108,0.735
"22","April Lee",105,0.717
"23","Steven Belledin",105,0.712
"24","Anson Maddocks",103,0.73
"25","Anthony S. Waters",103,0.712
"26","Filip Burburan",100,0.725
"27","Donato Giancola",100,0.695
"28","Randy Vargas",94,0.724
"29","Nils Hamm",93,0.727
"30","Mark Zug",91,0.687
"31","Svetlin Velinov",88,0.712
"32","Sandra Everingham",85,0.735
"33","Nicola Leonard",80,0.697
"34","Titus Lunter",80,0.683
"35","Igor Kieryluk",77,0.697
"36","Nicholas Gregory",75,0.734
"37","Sam Burley",74,0.738
"38","Kev Walker",73,0.711
"39","Douglas Shuler",71,0.717
"40","Adam Rex",71,0.66
"41","Mark Poole",70,0.747
"42","rk post",67,0.748
"43","Dan Frazier",67,0.683
"44","Magali Villeneuve",62,0.728
"45","D. Alexander Gregory",61,0.738
"46","Jason Chan",59,0.732
"47","John Avon",59,0.662
"48","Pete Venters",57,0.705
"49","Greg Hildebrandt",56,0.683
"50","Vance Kovacs",54,0.725
"51","Chris Rallis",53,0.705
"52","Rebecca Guay",53,0.72
"53","Colin MacNeil",52,0.678
"54","Ron Spears",51,0.735
"55","Chippy",49,0.719
"56","Greg Staples",49,0.696
"57","Victor Adame Minguez",47,0.72
"58","Richard Thomas",47,0.696
"59","Scott M. Fischer",46,0.717
"60","Mark Romanoski",46,0.725
"61","Erica Yang",46,0.703
"62","Gabor Szikszai",45,0.745
"63","Thomas M. Baxa",45,0.708
"64","Matt Stewart",44,0.707
"65","Shishizaru",44,0.723
"66","Daniel Ljunggren",43,0.688
"67","Carl Critchlow",41,0.75
"68","Eric Fortune",40,0.722
"69","Robert Bliss",40,0.754
"70","Min Yum",39,0.768
"71","Volkan Baǵa",38,0.725
"72","Ryan Pancoast",37,0.726
"73","Pat Morrissey",36,0.729
"74","Cliff Childs",35,0.706
"75","Harold McNeill",34,0.752
"76","Jerry Tiritilli",33,0.667
"77","Christopher Moeller",32,0.695
"78","Izzy",31,0.732
"79","Margaret Organ-Kean",31,0.72
"80","Wisnu Tan",31,0.66
"81","Larry MacDougall",29,0.723
"82","Raymond Swanland",29,0.68
"83","Dmitry Burmak",27,0.704
"84","Mike Bierek",27,0.653
"85","Yongjae Choi",26,0.739
"86","Cyril Van Der Haegen",26,0.75
"87","Eric Deschamps",26,0.701
"88","Jeff Laubenstein",26,0.729
"89","Dany Orizio",25,0.714
"90","Adrian Smith",24,0.774
"91","Yeong-Hao Han",24,0.684
"92","Jim Nelson",23,0.704
"93","DiTerlizzi",21,0.649
"94","Heather Hudson",21,0.667
"95","Tom Wänerstrand",20,0.711
"96","Dave DeVries",19,0.683
"97","Adam Paquette",19,0.714
"98","Wayne England",19,0.674
"99","Daarken",19,0.653
"100","Jesper Ejsing",18,0.697
"101","Chris Rahn",17,0.724
"102","Franz Vohwinkel",17,0.713
"103","Ron Spencer",17,0.642
"104","Tomas Giorello",16,0.75
"105","Todd Lockwood",16,0.776
"106","Howard Lyon",16,0.689
"107","Iain McCaig",16,0.69
"108","Sidharth Chaturvedi",16,0.719
"109","Jason Rainville",16,0.676
"110","Martina Pilcerova",16,0.708
"111","Jana Schirmer & Johannes Voss",16,0.692
"112","Randy Gallegos",16,0.643
"113","Andrew Mar",15,0.772
"114","Mark Behm",15,0.74
"115","Jaime Jones",15,0.712
"116","Zezhou Chen",13,0.737
"117","Jeremy Enecio",13,0.676
"118","Stephan Martiniere",13,0.607
"119","Scott Murphy",13,0.667
"120","Livia Prima",12,0.737
"121","Antonio José Manzanedo",12,0.714
"122","Jokubas Uogintas",12,0.714
"123","Anthony Palumbo",12,0.714
"124","Zoltan Boros & Gabor Szikszai",12,0.714
"125","Zack Stella",12,0.631
"126","Michael Komarck",12,0.667
"127","Evan Shipard",12,0.667
"128","Tim Hildebrandt",12,0.643
"129","Kari Christensen",11,0.667
"130","Grzegorz Rutkowski",11,0.667
"131","Doug Chaffee",11,0.633
"132","Kieran Yanner",11,0.679
"133","Johann Bodin",11,0.667
"134","Jean-Sébastien Rossbach",10,0.769
"135","Tom Kyffin",10,0.682
"136","Tomasz Jedruszek",10,0.706
"137","Jonas De Ro",10,0.735
"138","Lawrence Snelly",10,0.741
"139","Raoul Vitale",9,0.645
"140","Evyn Fong",9,0.667
"141","Austin Hsu",8,0.741
"142","Andrew Robinson",8,0.739
"143","Alex Konstad",8,0.688
"144","Sarah Finnigan",8,0.607
"145","Daniel Gelon",8,0.667
"146","Bastien L. Deharme",8,0.591
"147","Ryan Yee",8,0.654
"148","Michael Sutfin",8,0.583
"149","Johannes Voss",7,0.688
"150","Chris Ostrowski",7,0.619
"151","Drew Tucker",7,0.619
"152","Julie Baroh",7,0.6
"153","Chase Stone",7,0.667
"154","Lake Hurwitz",7,0.704
"155","Lie Setiawan",6,0.714
"156","Liz Danforth",6,0.609
"157","David Martin",6,0.615
