"","CardNames","DeckCount","WinrateAverage"
"1","Force of Negation",59,72.5
"2","Surgical Extraction",52,70.7
"3","Pyroblast",49,70.4
"4","Meltdown",42,70.6
"5","Hydroblast",30,73.2
"6","Torpor Orb",29,70.5
"7","End the Festivities",27,70.3
"8","Karakas",27,69.5
"9","Flusterstorm",26,71.5
"10","Red Elemental Blast",26,68.9
"11","Submerge",26,73.1
"12","Endurance",25,73.5
"13","Grafdigger's Cage",25,70.2
"14","Collector Ouphe",23,72.5
"15","Force of Vigor",21,73
"16","Carpet of Flowers",20,74.2
"17","Plague Engineer",19,73
"18","Yorion, Sky Nomad",18,73.4
"19","Pithing Needle",18,68.5
"20","Thoughtseize",18,71.9
"21","Leyline of the Void",17,66.7
"22","Court of Cunning",14,69.1
"23","Faerie Macabre",13,74.4
"24","Narset, Parter of Veils",13,72.9
"25","Containment Priest",12,65.4
"26","Assassin's Trophy",11,72.3
"27","Progenitus",11,72.3
"28","Ethersworn Canonist",10,76.5
"29","Soul-Guide Lantern",10,69.7
"30","Wasteland",10,73.6
"31","Magus of the Moon",9,73.4
"32","Prismatic Ending",9,66.7
"33","Blue Elemental Blast",9,71.2
"34","Massacre",9,79.2
"35","Shenanigans",8,74.1
"36","Mindbreak Trap",8,66
"37","Rest in Peace",8,71.4
"38","Blood Moon",8,72.9
"39","Knight of Autumn",7,70.8
"40","Seeds of Innocence",7,77.8
"41","Iona, Shield of Emeria",7,75
"42","Path to Exile",7,77.3
"43","Ensnaring Bridge",7,66.7
"44","Mystical Dispute",6,81.6
"45","Serenity",6,74.4
"46","Wear // Tear",6,73.2
"47","Run Afoul",6,68.4
"48","Deafening Silence",6,69.2
"49","Engineered Explosives",6,70.3
"50","Tormod's Crypt",6,64.5
