"","CardNames","DeckCount","Winrate95Min"
"1","Force of Negation",59,67.7
"2","Coffin Purge",4,66.4
"3","Hydroblast",30,66.4
"4","Endurance",25,65.9
"5","Mystical Dispute",6,65.7
"6","Submerge",26,65.7
"7","Carpet of Flowers",20,65.6
"8","Surgical Extraction",52,65.6
"9","Pyroblast",49,65.1
"10","Massacre",9,65
"11","Meltdown",42,64.8
"12","Force of Vigor",21,64.7
"13","Ethersworn Canonist",10,64.6
"14","Collector Ouphe",23,64.6
"15","Plague Engineer",19,64.2
"16","Yorion, Sky Nomad",18,64.1
"17","Flusterstorm",26,63.8
"18","Faerie Macabre",13,63.6
"19","Torpor Orb",29,63.5
"20","Seeds of Innocence",7,62.9
"21","End the Festivities",27,62.9
"22","Thoughtseize",18,62.7
"23","Grafdigger's Cage",25,62.5
"24","Path to Exile",7,62.2
"25","Narset, Parter of Veils",13,62.2
"26","Karakas",27,62.1
"27","Red Elemental Blast",26,61.2
"28","Magus of the Moon",9,60.9
"29","Shenanigans",8,60.3
"30","Assassin's Trophy",11,59.8
"31","Progenitus",11,59.8
"32","Iona, Shield of Emeria",7,59.7
"33","Wasteland",10,59.7
"34","Pithing Needle",18,59
"35","Meddling Mage",5,58.9
"36","Court of Cunning",14,58.8
"37","Blood Moon",8,58.2
"38","Fatal Push",4,58.1
"39","Reclamation Sage",3,58.1
"40","Serenity",6,57.9
"41","Show and Tell",5,57.8
"42","Rest in Peace",8,57.8
"43","Leyline of the Void",17,57.2
"44","Wear // Tear",6,57.1
"45","Soul-Guide Lantern",10,57.1
"46","Blue Elemental Blast",9,56.9
"47","Pact of Negation",4,56.3
"48","Duress",4,56.3
"49","Emrakul, the Aeons Torn",4,56.3
"50","Shelldock Isle",4,56.3
