"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Izzet Delver - WUBG Ephemerate - Elves,Mardu Reanimator - WUBG Ephemerate - Doomsday,WUBG Ephemerate - Izzet Delver - Elves - Mardu Reanimator,Izzet Delver - WUBG Ephemerate - Elves,Izzet Delver - WUBG Ephemerate - Elves
"Tiers 1.5",Unknown - Jeskai Tempo - Doomsday,WURG Ephemerate - Conflict(Artifacts   Blue,Artifacts   Blue) - WUBR Reanimator - Izzet Delver - Elves - UW   Control,Doomsday,Doomsday - Mardu Reanimator - Unknown,Doomsday - Mardu Reanimator - Unknown
"Tiers 2",Bant Ephemerate - Death  &  Taxes - Mardu Reanimator - Madness - Conflict(Artifacts   Blue,Artifacts   Blue) - UW   Control - WURG Ephemerate - Esper Reanimator - WUBR Reanimator - Goblins - Izzet Murktide,Madness - Bant Ephemerate - Death  &  Taxes - Esper Reanimator - Goblins - Izzet Murktide,Unknown - Conflict(Artifacts   Blue,Artifacts   Blue) - Bant Ephemerate - Death  &  Taxes - Madness - WURG Ephemerate - UW   Control - WUBR Reanimator - Jeskai Tempo,Bant Ephemerate - Death  &  Taxes - Conflict(Artifacts   Blue,Artifacts   Blue) - Madness - WURG Ephemerate - UW   Control - Jeskai Tempo - WUBR Reanimator - Esper Reanimator,Bant Ephemerate - Death  &  Taxes - Conflict(Artifacts   Blue,Artifacts   Blue) - Madness - WURG Ephemerate - UW   Control - Jeskai Tempo - WUBR Reanimator - Esper Reanimator
"Tiers 2.5",,Unknown - Jeskai Tempo,Esper Reanimator - Goblins - Izzet Murktide,Goblins - Izzet Murktide,Goblins - Izzet Murktide
