"","SetCode","NoCopies","Winrate"
"1","MH2",9617,0.728
"2","LEA",4426,0.726
"3","ZEN",4339,0.735
"4","MH1",3075,0.727
"5","ONS",2833,0.733
"6","NEO",1908,0.731
"7","GPT",1612,0.736
"8","ELD",1388,0.736
"9","STX",1172,0.738
"10","SNC",1137,0.726
"11","KLD",1119,0.719
"12","DIS",1040,0.737
"13","CSP",1033,0.725
"14","RAV",986,0.724
"15","WAR",933,0.74
"16","WWK",929,0.747
"17","LRW",879,0.718
"18","M20",866,0.737
"19","THB",826,0.734
"20","MID",821,0.729
"21","IKO",791,0.738
"22","NPH",783,0.723
"23","5DN",765,0.721
"24","MRD",701,0.73
"25","SOM",675,0.722
"26","FUT",674,0.719
"27","ATQ",650,0.718
"28","ICE",588,0.746
"29","DMU",588,0.724
"30","CMD",578,0.733
"31","AER",577,0.733
"32","DRK",533,0.72
"33","BRO",522,0.71
"34","TSP",518,0.734
"35","EMN",510,0.718
"36","ARB",456,0.727
"37","DKA",445,0.696
"38","ZNR",444,0.709
"39","KTK",400,0.732
"40","AFR",355,0.728
"41","APC",345,0.753
"42","PC2",316,0.732
"43","VOW",308,0.717
"44","ALA",306,0.728
"45","M21",298,0.731
"46","RNA",294,0.729
"47","AVR",292,0.712
"48","PLC",279,0.709
"49","DGM",279,0.733
"50","M11",277,0.722
"51","MBS",274,0.725
"52","ORI",263,0.743
"53","RTR",245,0.741
"54","HOU",233,0.711
"55","AKH",232,0.708
"56","PLS",228,0.728
"57","DST",228,0.716
"58","ROE",225,0.727
"59","SOK",214,0.727
"60","CON",214,0.738
"61","CHK",206,0.719
"62","M19",204,0.728
"63","KHM",199,0.728
"64","SHM",196,0.728
"65","MIR",169,0.696
"66","DOM",153,0.736
"67","OGW",139,0.723
"68","STH",133,0.734
"69","GTC",133,0.715
"70","INV",129,0.707
"71","SOI",127,0.734
"72","BFZ",116,0.701
"73","DTK",108,0.717
"74","JUD",105,0.735
"75","JOU",101,0.733
"76","GRN",86,0.723
"77","EVE",85,0.699
"78","MOR",85,0.709
"79","XLN",80,0.71
"80","M13",79,0.739
"81","ISD",61,0.727
"82","M12",52,0.694
"83","FRF",48,0.706
"84","ARN",31,0.739
"85","M10",29,0.747
"86","M15",23,0.703
"87","C14",17,0.714
"88","P02",16,0.739
"89","WTH",14,0.75
"90","BOK",12,0.714
"91","TMP",10,0.719
"92","ULG",10,0.667
"93","THS",9,0.76
"94","LEG",5,0.765
"95","ODY",4,0.875
"96","S99",1,0.778
