"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Unknown - Rakdos Midrange - Delver - Izzet Murktide - Azorius Control - Hammer Time - Dimir Control - Jeskai Control - Omnath Control - Golgari Midrange - Spirits - Mono Blue Control - Grixis Shadow - Blue Living End - Yawgmoth - Abzan Midrange - Dredge - Mono Green Midrange - Creativity Combo - Grixis Saga - Burn - Amulet Titan - Izzet Control,Boros Prowess - Vivien Combo - 5 Color Humans - Omnath Control - Blue Scapeshift - Boros Blink - Asmo Food - Grinding Breach - Blue Living End - Gruul Titan - Reanimator - Amulet Titan - Elementals - Izzet Murktide - Grixis Shadow - Yawgmoth - Rakdos Scam - Temur Footfalls - Omnath Scapeshift,Omnath Control - Izzet Murktide - Blue Living End - Amulet Titan - Grixis Shadow - Hammer Time - Yawgmoth - Elementals - Temur Footfalls - Rakdos Scam - Grinding Breach - Mono Green Midrange - Creativity Combo - Rakdos Midrange - Burn - Green Tron,Unknown - Izzet Murktide - Hammer Time - Rakdos Midrange - Omnath Control - Blue Living End - Grixis Shadow - Yawgmoth - Amulet Titan - Delver - Azorius Control - Mono Green Midrange - Creativity Combo - Elementals - Temur Footfalls - Rakdos Scam - Burn - Spirits - Grinding Breach - Abzan Midrange,Unknown - Izzet Murktide - Hammer Time - Rakdos Midrange - Omnath Control - Blue Living End - Grixis Shadow - Yawgmoth - Amulet Titan - Delver - Azorius Control - Mono Green Midrange - Creativity Combo - Elementals - Temur Footfalls - Rakdos Scam - Burn - Spirits - Grinding Breach - Abzan Midrange
"Tiers 1.5",Temur Footfalls - Elementals - Rakdos Scam - Mono White Taxes - Green Tron - Mono Black Midrange - Jund Midrange - Winota - Mono White Midrange - WURG Control - Mardu Midrange - Mono Green Control - Gruul Midrange - Grinding Breach - Grixis Midrange - Temur Midrange - Orzhov Midrange - Mono Red Prowess - Jund Saga - Izzet Aggro - Esper Control - Goblins,Hammer Time - Mono Red Midrange - Glimpse Combo - Mono Green Midrange - Creativity Combo - Merfolk - Jund Saga - Izzet Prowess - Enigmatic Incarnation - Green Tron - Bant Control - Selesnya Midrange - Burn - Calibrated Blast - Eldrazi Tron - WURG Control - Prison Tron - Belcher - Domain Footfalls - Dimir Shadow - Jeskai Murktide - Rakdos Midrange - Dimir Midrange - Hardened Scales - Coffers Control - Affinity - Spirits - Izzet Aggro - WURG Blink - Abzan Midrange - Thopter Urza - Esper Control - Boros Midrange - Urza Affinity - Jund Midrange - Enchantress - WUBR Control - Tameshi Bloom - Mono White Midrange - Domain Zoo - Azorius Control - Bant Blink - Mill - Mono Red Saga - Grixis Control,Boros Prowess - Spirits - WURG Control - Glimpse Combo - Abzan Midrange - Azorius Control - Jund Saga - Omnath Scapeshift - Merfolk - Delver - Blue Scapeshift - Enigmatic Incarnation - Vivien Combo - Bant Control - Belcher - Jund Midrange - Domain Footfalls - Selesnya Midrange - Asmo Food - Mono White Midrange - Reanimator - Golgari Midrange - Izzet Aggro - Dimir Shadow - Affinity - Jeskai Control - Calibrated Blast - Esper Control - 5 Color Humans - Hardened Scales - Eldrazi Tron - Urza Affinity - Orzhov Midrange - Mono Blue Control - Dimir Control - Mill - Izzet Control - Boros Blink - Gruul Titan - Unknown - Thopter Urza - Izzet Prowess - Mardu Midrange - Mono Red Midrange - Gruul Midrange - Goblins - WURG Blink - Prison Tron - Grixis Control,Green Tron - Jeskai Control - Dimir Control - Golgari Midrange - WURG Control - Mono Blue Control - Jund Saga - Jund Midrange - Glimpse Combo - Boros Prowess - Mono White Midrange - Izzet Control - Merfolk - Omnath Scapeshift - Enigmatic Incarnation - Belcher - Domain Footfalls - Bant Control - Blue Scapeshift - Izzet Aggro - Vivien Combo - Selesnya Midrange - Esper Control - Dimir Shadow - Affinity - Mardu Midrange - Orzhov Midrange - Asmo Food - Reanimator - Urza Affinity - Hardened Scales - Calibrated Blast - Gruul Midrange - Mill - Mono Black Midrange - 5 Color Humans,Green Tron - Jeskai Control - Dimir Control - Golgari Midrange - WURG Control - Mono Blue Control - Jund Saga - Jund Midrange - Glimpse Combo - Boros Prowess - Mono White Midrange - Izzet Control - Merfolk - Omnath Scapeshift - Enigmatic Incarnation - Belcher - Domain Footfalls - Bant Control - Blue Scapeshift - Izzet Aggro - Vivien Combo - Selesnya Midrange - Esper Control - Dimir Shadow - Affinity - Mardu Midrange - Orzhov Midrange - Asmo Food - Reanimator - Urza Affinity - Hardened Scales - Calibrated Blast - Gruul Midrange - Mill - Mono Black Midrange - 5 Color Humans
"Tiers 2",Mono Green Titan - 5 Color Blink - Mill - Domain Footfalls - Belcher - Urza Affinity - Enigmatic Incarnation - Glimpse Combo - Merfolk - Affinity - Azorius Blink - Hardened Scales - Esper Midrange - Stoneblade - Dimir Shadow - Bant Control - Grixis Control - Selesnya Midrange - Thalia Stompy - UBRG Midrange - Thopter Urza - Omnath Scapeshift - Selesnya Taxes - Calibrated Blast - WUBR Midrange - Eldrazi Tron - Domain Zoo - Simic Midrange - WURG Blink - Green Devotion - Bant Midrange - Sultai Midrange - Bant Blink - Jeskai Midrange - WUBR Control - Boros Midrange - Enchantress - Orzhov Taxes - Prison Tron - Goblin Whack - Blue Scapeshift - Izzet Prowess - Miracles - Reanimator - Asmo Food - Azorius Midrange,Orzhov Midrange - Delver - Goblins - Midrange - Golgari Midrange - Titan Shift - Azorius Blink - Jeskai Saga - Azorius Midrange - Esper Midrange - Crabvine - Mardu Midrange - Gruul Midrange - 5 Color Blink - Jeskai Control - Mono Green Titan - Orzhov Taxes - Izzet Control - Mono Blue Control - Mono Blue Midrange - Mono Red Prowess - Naya Taxes - Green Devotion - Dimir Control - WUBG Blink - WUBR Midrange - Grixis Midrange - Jeskai Midrange - Mono Black Midrange - Winota - UBRG Midrange - Unknown,Domain Zoo - Boros Midrange - WUBR Control - Mono Black Midrange - 5 Color Blink - Azorius Blink - Bant Blink - Mono Red Prowess - Mono Green Titan - Enchantress - Esper Midrange - Grixis Midrange - Winota - Coffers Control - Jeskai Murktide - Dimir Midrange - Green Devotion - WUBR Midrange - Tameshi Bloom - Orzhov Taxes - Mono White Taxes - Mono Red Saga - Dredge - Azorius Midrange - Jeskai Midrange - Midrange - UBRG Midrange - Jeskai Saga - Titan Shift,Eldrazi Tron - Goblins - Boros Blink - Thopter Urza - Winota - Gruul Titan - Grixis Control - Mono Red Midrange - Izzet Prowess - WURG Blink - Grixis Midrange - Prison Tron - Mono Red Prowess - 5 Color Blink - Mono Green Titan - Dredge - Domain Zoo - Azorius Blink - Boros Midrange - WUBR Control - Esper Midrange - Bant Blink - Enchantress - Mono White Taxes - Grixis Saga - Coffers Control - Jeskai Murktide - Dimir Midrange - Green Devotion - WUBR Midrange - Tameshi Bloom - Orzhov Taxes - Temur Midrange - Mono Red Saga - UBRG Midrange - Azorius Midrange - Midrange - Jeskai Midrange - Jeskai Saga,Eldrazi Tron - Goblins - Boros Blink - Thopter Urza - Winota - Gruul Titan - Grixis Control - Mono Red Midrange - Izzet Prowess - WURG Blink - Grixis Midrange - Prison Tron - Mono Red Prowess - 5 Color Blink - Mono Green Titan - Dredge - Domain Zoo - Azorius Blink - Boros Midrange - WUBR Control - Esper Midrange - Bant Blink - Enchantress - Mono White Taxes - Grixis Saga - Coffers Control - Jeskai Murktide - Dimir Midrange - Green Devotion - WUBR Midrange - Tameshi Bloom - Orzhov Taxes - Temur Midrange - Mono Red Saga - UBRG Midrange - Azorius Midrange - Midrange - Jeskai Midrange - Jeskai Saga
"Tiers 2.5",Mono Blue Midrange - Jeskai Saga - Midrange - Mono Red Midrange - WUBG Blink - Naya Taxes - Vivien Combo - Coffers Control - Titan Shift - Control - 5 Color Humans - Gruul Titan - Jeskai Murktide - Tameshi Bloom - Mono Red Saga - Boros Blink - Crabvine - Dimir Midrange - Sultai Tron - Boros Prowess,Miracles - Thalia Stompy - Goblin Whack - Stoneblade - Sultai Tron - Mono White Taxes - Simic Midrange - Temur Midrange - Sultai Midrange - Dredge - Selesnya Taxes - Grixis Saga - Mono Green Control - Bant Midrange - Control,Mono Blue Midrange - Grixis Saga - Thalia Stompy - Temur Midrange - Stoneblade - Naya Taxes - Crabvine - WUBG Blink - Miracles - Mono Green Control - Simic Midrange - Goblin Whack - Sultai Midrange - Selesnya Taxes - Sultai Tron - Bant Midrange - Control,Titan Shift - Thalia Stompy - Mono Blue Midrange - Stoneblade - Mono Green Control - Crabvine - Naya Taxes - WUBG Blink - Miracles - Simic Midrange - Goblin Whack - Sultai Midrange - Selesnya Taxes - Sultai Tron - Bant Midrange - Control,Titan Shift - Thalia Stompy - Mono Blue Midrange - Stoneblade - Mono Green Control - Crabvine - Naya Taxes - WUBG Blink - Miracles - Simic Midrange - Goblin Whack - Sultai Midrange - Selesnya Taxes - Sultai Tron - Bant Midrange - Control
