"","CardNames","DeckCount","WinrateAverage"
"1","Ral, Izzet Viceroy",2,83.3
"2","Drill Bit",2,83.3
"3","Aethersphere Harvester",3,80
"4","Self-Inflicted Wound",3,80
"5","Selfless Glyphweaver",1,77.8
"6","Showdown of the Skalds",1,77.8
"7","Toski, Bearer of Secrets",1,77.8
"8","Venerable Warsinger",1,77.8
"9","Soul Shatter",1,77.8
"10","Heartless Act",5,75
"11","Spell Pierce",1,75
"12","Teferi, Timeless Voyager",1,75
"13","Unmoored Ego",1,75
"14","Annul",8,74.1
"15","Search for Azcanta",7,74
"16","Skyclave Apparition",2,73.3
"17","Archon of Emeria",2,73.3
"18","Permeating Mass",2,73.3
"19","Reidane, God of the Worthy",2,73.3
"20","Supreme Verdict",2,72.7
"21","Young Pyromancer",8,72.4
"22","Legion's End",6,72.1
"23","Magma Spray",14,71.4
"24","Culling Ritual",1,71.4
"25","Dispel",1,71.4
"26","Flame Sweep",1,71.4
"27","Surrak Dragonclaw",1,71.4
"28","Kaya, Orzhov Usurper",1,71.4
"29","Surge of Righteousness",1,71.4
"30","Angrath's Rampage",1,71.4
"31","Jace, Wielder of Mysteries",1,71.4
"32","Niv-Mizzet, Parun",1,71.4
"33","Void Snare",1,71.4
"34","Kolaghan's Command",1,71.4
"35","Necromentia",1,71.4
"36","Shock",1,71.4
"37","Sarulf, Realm Eater",1,71.4
"38","Karn's Temporal Sundering",1,71.4
"39","Dire Tactics",1,71.4
"40","Vanishing Verse",1,71.4
"41","Callous Bloodmage",1,71.4
"42","Baleful Mastery",1,71.4
"43","Crippling Fear",1,71.4
"44","Davriel, Rogue Shadowmage",1,71.4
"45","Liliana, Waker of the Dead",1,71.4
"46","Duress",4,71
"47","Feed the Swarm",4,71
"48","Collective Brutality",2,70.6
"49","Enter the God-Eternals",2,70.6
"50","Summary Dismissal",2,70.6
