"","CardNames","DeckCount","Winrate95Min"
"1","Wild Slash",16,60.9
"2","Unsubstantiate",7,60.4
"3","Sulfur Falls",10,60.4
"4","Fabled Passage",39,60
"5","Fatal Push",18,59.9
"6","Arclight Phoenix",9,59.8
"7","Crackling Drake",9,59.8
"8","Chart a Course",9,59.8
"9","Treasure Cruise",9,59.8
"10","Izzet Charm",9,59.8
"11","Lightning Axe",9,59.8
"12","Quicken",9,59.8
"13","Thrill of Possibility",9,59.8
"14","Shivan Reef",9,59.8
"15","Spirebluff Canal",9,59.8
"16","Island",36,59.8
"17","Mountain",40,59.8
"18","Riverglide Pathway",11,59.6
"19","Opt",16,59.6
"20","Bloodsoaked Champion",3,59.3
"21","Knight of the Ebon Legion",3,59.3
"22","Murderous Rider",3,59.3
"23","Faceless Haven",3,59.3
"24","Snow-Covered Swamp",3,59.3
"25","Strategic Planning",14,59.1
"26","Maximize Velocity",10,58.9
"27","Spikefield Hazard",10,58.9
"28","Mutavault",5,58.8
"29","Aether Gust",6,58.8
"30","Dread Wanderer",2,58.6
"31","Rankle, Master of Pranks",2,58.6
"32","Scrapheap Scrounger",2,58.6
"33","Spawn of Mayhem",2,58.6
"34","Thoughtseize",11,58.5
"35","Steam Vents",15,58.4
"36","Castle Locthwain",9,57.9
"37","Anger of the Gods",10,57.5
"38","Sacred Foundry",16,57.1
"39","Swamp",25,56.8
"40","Brazen Borrower",2,56.6
"41","Mana Confluence",11,56.4
"42","Kolaghan's Command",9,56.2
"43","Heartless Act",7,55.9
"44","Inspiring Vantage",11,55.6
"45","Magma Spray",1,55.5
"46","Plains",22,55.5
"47","Temple Garden",4,55.4
"48","Pieces of the Puzzle",8,55.2
"49","Watery Grave",15,54.5
"50","Viashino Pyromancer",5,54.1
