"","CardNames","DeckCount","Winrate95Min"
"1","Magma Spray",14,61.8
"2","Annul",8,61
"3","Aether Gust",24,60.3
"4","Anger of the Gods",16,60
"5","Search for Azcanta",7,59.7
"6","Mystical Dispute",35,59.6
"7","Aethersphere Harvester",3,59.3
"8","Self-Inflicted Wound",3,59.3
"9","Young Pyromancer",8,59.1
"10","Negate",11,58.7
"11","Ral, Izzet Viceroy",2,58.6
"12","Drill Bit",2,58.6
"13","Abrade",11,58.2
"14","Disdainful Stroke",16,58.1
"15","Heartless Act",5,57.8
"16","Lurrus of the Dream-Den",18,57.7
"17","Kalitas, Traitor of Ghet",8,57.6
"18","Legion's End",6,56.3
"19","Soul-Guide Lantern",9,55.9
"20","Rest in Peace",9,55.3
"21","Brazen Borrower",9,55.3
"22","Notion Thief",12,53.1
"23","Light of Hope",6,52.9
"24","Chained to the Rocks",7,52.9
"25","Roiling Vortex",7,52.9
"26","Searing Blood",7,52.9
"27","Duress",4,52
"28","Feed the Swarm",4,52
"29","Knight of Autumn",9,52
"30","Dovin's Veto",9,50.1
"31","Shadows' Verdict",5,49.8
"32","Fatal Push",9,49.5
"33","Thoughtseize",10,49
"34","Thought Distortion",7,48.3
"35","Cry of the Carnarium",6,47.5
"36","Extinction Event",6,47.4
"37","Yorion, Sky Nomad",7,46.7
"38","Apostle of Purifying Light",7,46.7
"39","Peer into the Abyss",5,46
"40","Nine Lives",5,46
"41","Wilt",5,46
"42","Kroxa, Titan of Death's Hunger",4,45.7
"43","Skyclave Apparition",2,44.9
"44","Archon of Emeria",2,44.9
"45","Permeating Mass",2,44.9
"46","Reidane, God of the Worthy",2,44.9
"47","Collective Brutality",2,44
"48","Enter the God-Eternals",2,44
"49","Summary Dismissal",2,44
"50","Klothys, God of Destiny",4,43.9
