"","ARCHETYPES","NB_COPIES","NB_PLAYERS","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","MATCHES_PER_PLAYER","WINRATE_ARCH_OUT_PLAYERS"
"1","Reclaimer Titan",18,10,147,0.727891156462585,0.648406514690114,0.797949846656769,14.7,1.03435756715064
"2","Bant Blink",4,3,34,0.735294117647059,0.556384631694893,0.871182608416492,11.3333333333333,0.981909069269222
"3","Heliod Combo",18,13,141,0.716312056737589,0.634325283746936,0.788970872119546,10.8461538461538,1.00744470400662
"4","Shadow Prowess",29,26,232,0.71551724137931,0.652798141214438,0.77263534161654,8.92307692307692,1.01966410176958
"5","Merfolk",4,2,29,0.689655172413793,0.49167664619001,0.847154060391368,14.5,0.987971130713713
"6","Oops All Spells",8,7,64,0.703125,0.575829200864544,0.810882629763274,9.14285714285714,1.00085737341134
"7","Humans",1,1,8,0.75,0.349144205587176,0.968145973750056,8,1
"8","Elementals",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"9","WURG Control",24,17,205,0.726829268292683,0.660392931842812,0.786576837314428,12.0588235294118,1.03930825701816
"10","Ad Nauseam",11,9,89,0.719101123595506,0.613844487025705,0.809265736889806,9.88888888888889,1.01520158625248
"11","Amulet Titan",13,12,110,0.736363636363636,0.643790629855202,0.815796109297306,9.16666666666667,1.00890926390451
"12","Mill",8,6,63,0.682539682539683,0.553112262906882,0.794151097494105,10.5,1.03134782417001
"13","Eldrazi Tron",5,5,40,0.75,0.58803801984857,0.873085201067155,8,1.03732162458836
"14","Bant Control",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"15","Scapeshift",2,2,14,0.714285714285714,0.418964742816338,0.916110681692872,7,1
"16","Mono White Taxes",9,6,71,0.676056338028169,0.554532429637136,0.782365626400572,11.8333333333333,1.01880117916803
"17","Niv To Light",3,2,23,0.695652173913043,0.470808333991493,0.8678971203019,11.5,0.992522846856826
"18","Grixis Shadow",2,1,15,0.733333333333333,0.448996758963029,0.922128453708956,15,0.984761904761905
"19","Obosh Aggro",19,13,150,0.713333333333333,0.633891135674716,0.784138729150282,11.5384615384615,1.02532492732336
"20","Belcher",3,2,23,0.739130434782609,0.515948029597562,0.897713866084642,11.5,1.01781895937277
"21","Izzet Control",5,4,39,0.692307692307692,0.524308608458316,0.829804097035305,9.75,1.0420188507145
"22","Infect",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"23","Hammer Time",13,6,100,0.73,0.631983727091025,0.813933577709259,16.6666666666667,0.970711365968457
"24","Azorius Taxes",1,1,9,0.888888888888889,0.517503485082663,0.997190863253401,9,1
"25","Mardu Midrange",3,1,22,0.590909090909091,0.363546961729731,0.792906877002851,22,1
"26","Temur Control",4,4,36,0.75,0.577970415421856,0.878796705876165,9,1.04375791833155
"27","Electro End",3,2,21,0.666666666666667,0.430324517095876,0.854123057656903,10.5,0.982456140350877
"28","Blue Tron",3,2,25,0.68,0.464999282502628,0.85050457738643,12.5,0.984827586206897
"29","Kiki Chord",2,1,14,0.642857142857143,0.351380110615992,0.872401570140841,14,1
"30","Rakdos Midrange",5,3,42,0.761904761904762,0.605497570978424,0.87948381350782,14,0.993788819875776
"31","Esper Control",2,2,14,0.642857142857143,0.351380110615992,0.872401570140841,7,0.947368421052632
"32","Green Tron",10,9,86,0.744186046511628,0.638697201258858,0.832222521186869,9.55555555555556,1.01664404163685
"33","UBRG Control",2,2,14,0.571428571428571,0.288609400038307,0.823388910017882,7,0.941176470588235
"34","Enduring Ideal",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"35","Dredge",8,5,63,0.666666666666667,0.536619244827489,0.780462516267788,12.6,1.02601685599121
"36","Hardened Scales",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"37","Azorius Control",4,3,31,0.645161290322581,0.453695601950638,0.807732565574022,10.3333333333333,0.97182523478971
"38","Electro Balance",2,2,15,0.733333333333333,0.448996758963029,0.922128453708956,7.5,1.00162601626016
"39","UBRG Shadow",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"40","WURG Blink",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"41","Izzet Prowess",4,4,29,0.586206896551724,0.389362791396906,0.764759790247102,7.25,1.00236904448539
"42","Erayo Prison",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"43","Burn",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"44","Selesnya Midrange",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"45","Goblins",4,4,35,0.742857142857143,0.567441150305962,0.875106028083238,8.75,1.04727272727273
"46","Gruul Midrange",4,3,32,0.6875,0.49992241836783,0.838815275911799,10.6666666666667,0.988117870722433
"47","Gifts Storm",5,5,42,0.714285714285714,0.554161196692031,0.842808533234255,8.4,0.998134798608661
"48","Sultai Control",5,5,38,0.710526315789474,0.540967933075708,0.84575371321209,7.6,0.98936967328938
"49","Orzhov Midrange",1,1,9,0.666666666666667,0.29929505620854,0.925145368580308,9,1
"50","Primeval Titan",2,2,14,0.714285714285714,0.418964742816338,0.916110681692872,7,1.02325581395349
"51","Devoted",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1.04444444444444
"52","Rogues",1,1,8,0.625,0.244863216366552,0.914766585862746,8,0.817307692307692
"53","Jeskai Control",1,1,8,0.625,0.244863216366552,0.914766585862746,8,1
"54","Spirits",1,1,8,0.625,0.244863216366552,0.914766585862746,8,1
"55","Naya Midrange",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,0.888888888888889
