"","PLAYERS","NB_APPEARANCES","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","TOTAL_POINTS","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"1","mariogomes097",6,47,0.74468085106383,0.596504810028432,0.86055087998243,105,"Grixis Shadow; Hammer Time; Shadow Prowess; Devoted","2; 2; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#mariogomes_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#mariogomes_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#mariogomes_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#mariogomes_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-12-06#mariogomes_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#mariogomes_th_place"
"2","Tweedel",5,44,0.795454545454545,0.646954943221751,0.901956823639409,105,"Obosh Aggro","5","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#tweedel_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#tweedel_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-12-06#tweedel_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#tweedel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#tweedel_th_place"
"3","Xwhale",4,39,0.82051282051282,0.664650438873069,0.924649522683347,96,"Reclaimer Titan","4","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#xwhale_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#xwhale_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-12-06#xwhale_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#xwhale_th_place"
"4","Sodeq",5,42,0.738095238095238,0.579603312882392,0.86138986791153,93,"Belcher; Dredge","2; 3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-07#sodeq_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#sodeq_th_place"
"5","SoulStrong",4,34,0.764705882352941,0.588292158092833,0.892538184224992,78,"Reclaimer Titan; Bant Blink; Rogues","1; 2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#soulstrong_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#soulstrong_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-05#soulstrong_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#soulstrong_th_place"
"6","katoriarch123",3,27,0.777777777777778,0.577416939955621,0.913783060052433,63,"WURG Control","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-05#katoriarch_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-07#katoriarch_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#katoriarch_th_place"
"7","Condescend",3,26,0.769230769230769,0.563524903058613,0.910259889115425,60,"WURG Control","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-05#condescend_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#condescend_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#condescend_th_place"
"8","Tarrasque1",3,27,0.703703703703704,0.498186333629999,0.862473446059421,57,"Mono White Taxes","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#tarrasque_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-05#tarrasque_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#tarrasque_nd_place"
"9","billster47",3,24,0.791666666666667,0.578487156362747,0.928681382801945,57,"Hammer Time","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#billster_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#billster_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#billster_th_place"
"10","Binolino",4,28,0.678571428571429,0.476483593290382,0.841223962113846,57,"Reclaimer Titan","4","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#binolino_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#binolino_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#binolino_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#binolino_th_place"
