"","CardNames","DeckCount","Winrate95Min"
"1","Darkbore Pathway",177,65.9
"2","Dead Weight",10,65.7
"3","Mayhem Devil",156,65.6
"4","Bolas's Citadel",115,65.5
"5","Blightstep Pathway",385,65.5
"6","Zulaport Cutthroat",24,65.4
"7","Woe Strider",153,65.4
"8","Snow-Covered Mountain",50,65.3
"9","Fires of Invention",95,65.3
"10","Overgrown Tomb",455,65.3
"11","Cauldron Familiar",73,65.2
"12","Witch's Oven",73,65.2
"13","Thoughtseize",675,65.2
"14","Archon of Sun's Grace",27,65.1
"15","Brightclimb Pathway",204,65.1
"16","Chart a Course",311,65.1
"17","Binding the Old Gods",119,65
"18","Godless Shrine",224,65
"19","Murderous Rider",246,65
"20","Lightning Axe",323,65
"21","Arclight Phoenix",323,65
"22","Blood Crypt",445,65
"23","Fabled Passage",1214,65
"24","Snow-Covered Forest",59,64.9
"25","Snow-Covered Swamp",111,64.9
"26","Spikefield Hazard",314,64.9
"27","Urborg, Tomb of Yawgmoth",422,64.9
"28","Swamp",968,64.9
"29","Mountain",1441,64.9
"30","Blooming Marsh",148,64.8
"31","Priest of Forgotten Gods",101,64.7
"32","Catacomb Sifter",101,64.7
"33","Scrapheap Scrounger",127,64.7
"34","Korvold, Fae-Cursed King",132,64.7
"35","Pieces of the Puzzle",169,64.7
"36","Bloodsoaked Champion",158,64.7
"37","Knight of the Ebon Legion",246,64.7
"38","Mutavault",428,64.7
"39","Mana Confluence",509,64.7
"40","Fatal Push",841,64.7
"41","Deputy of Detention",29,64.6
"42","Karametra's Blessing",69,64.6
"43","Caves of Koilos",114,64.6
"44","Dread Wanderer",127,64.6
"45","Rankle, Master of Pranks",127,64.6
"46","Skyclave Apparition",209,64.6
"47","Izzet Charm",215,64.6
"48","Thing in the Ice",289,64.6
"49","Collected Company",302,64.6
"50","Riverglide Pathway",366,64.6
