"","CardNames","DeckCount","Winrate95Min"
"1","Bolas's Citadel",53,66
"2","Binding the Old Gods",103,65.5
"3","Collective Brutality",118,65.5
"4","Fatal Push",502,65.4
"5","Korvold, Fae-Cursed King",84,65.3
"6","Noxious Grasp",112,65.3
"7","Thoughtseize",426,65.3
"8","Anger of the Gods",490,65.1
"9","Bonecrusher Giant",61,65
"10","Negate",342,64.9
"11","Legion's End",392,64.9
"12","Lurrus of the Dream-Den",663,64.8
"13","Soul-Guide Lantern",535,64.6
"14","Aether Gust",934,64.6
"15","Mystical Dispute",1368,64.6
"16","Aethersphere Harvester",141,64.5
"17","Self-Inflicted Wound",163,64.4
"18","Duress",355,64.3
"19","Magma Spray",405,64.2
"20","Aphemia, the Cacophony",10,64.1
"21","Rest in Peace",514,64.1
"22","Rakdos's Return",105,64
"23","Go Blank",413,64
"24","Search for Azcanta",23,63.9
"25","Annul",29,63.9
"26","Young Pyromancer",47,63.9
"27","Jace, Wielder of Mysteries",187,63.9
"28","Disdainful Stroke",270,63.8
"29","Narset, Parter of Veils",352,63.8
"30","Grafdigger's Cage",478,63.8
"31","Pithing Needle",81,63.7
"32","Ral, Izzet Viceroy",108,63.7
"33","Feed the Swarm",185,63.7
"34","Searing Blood",263,63.7
"35","Abrupt Decay",57,63.6
"36","Apostle of Purifying Light",177,63.6
"37","Leyline of the Void",72,63.5
"38","Heartless Act",133,63.5
"39","Portable Hole",186,63.5
"40","Light of Hope",178,63.5
"41","Kalitas, Traitor of Ghet",262,63.5
"42","Roiling Vortex",308,63.5
"43","Lightning Axe",53,63.4
"44","Eternal Scourge",86,63.4
"45","Scrabbling Claws",119,63.4
"46","Brazen Borrower",164,63.3
"47","Damping Sphere",254,63.3
"48","Notion Thief",283,63.3
"49","Klothys, God of Destiny",149,63.2
"50","Knight of Autumn",190,63.2
