"","CardNames","DeckCount","WinrateAverage"
"1","Mystical Dispute",1368,65.5
"2","Aether Gust",934,65.7
"3","Lurrus of the Dream-Den",663,66.1
"4","Soul-Guide Lantern",535,66.1
"5","Rest in Peace",514,65.7
"6","Fatal Push",502,66.9
"7","Anger of the Gods",490,66.6
"8","Grafdigger's Cage",478,65.5
"9","Thoughtseize",426,67
"10","Go Blank",413,65.7
"11","Magma Spray",405,66
"12","Legion's End",392,66.7
"13","Duress",355,66.2
"14","Narset, Parter of Veils",352,65.7
"15","Negate",342,66.8
"16","Roiling Vortex",308,65.5
"17","Notion Thief",283,65.4
"18","Disdainful Stroke",270,66
"19","Searing Blood",263,65.9
"20","Kalitas, Traitor of Ghet",262,65.7
"21","Dovin's Veto",259,65.2
"22","Damping Sphere",254,65.6
"23","Chained to the Rocks",250,64.9
"24","Archon of Emeria",233,65.6
"25","Yorion, Sky Nomad",215,65.7
"26","Abrade",209,65.7
"27","Rending Volley",206,63.7
"28","Jegantha, the Wellspring",196,65.7
"29","Knight of Autumn",190,65.8
"30","Jace, Wielder of Mysteries",187,66.4
"31","Thought Distortion",186,64.5
"32","Portable Hole",186,66.2
"33","Feed the Swarm",185,66.3
"34","Skyclave Apparition",184,65.7
"35","Light of Hope",178,66.2
"36","Apostle of Purifying Light",177,66.3
"37","Shadows' Verdict",174,64.5
"38","Scavenging Ooze",169,64.4
"39","Fry",168,65.8
"40","Brazen Borrower",164,66.1
"41","Self-Inflicted Wound",163,67.1
"42","Klothys, God of Destiny",149,66.1
"43","Aethersphere Harvester",141,67.4
"44","Reclamation Sage",139,65.7
"45","Wilt",137,65.1
"46","Radiant Flames",135,64.3
"47","Heartless Act",133,66.5
"48","Despark",123,66
"49","Back to Nature",119,66
"50","Scrabbling Claws",119,66.7
