"","CardNames","DeckCount","WinrateAverage"
"1","Mountain",1441,65.8
"2","Island",1281,65.5
"3","Fabled Passage",1214,66
"4","Plains",984,65.4
"5","Forest",976,65.4
"6","Swamp",968,66
"7","Fatal Push",841,65.9
"8","Thoughtseize",675,66.6
"9","Steam Vents",614,66.1
"10","Stomping Ground",601,65.8
"11","Ketria Triome",548,65.9
"12","Glacial Fortress",534,65.4
"13","Opt",520,65.7
"14","Hallowed Fountain",518,65.1
"15","Temple Garden",513,65.3
"16","Sacred Foundry",512,65.4
"17","Mana Confluence",509,66.3
"18","Castle Locthwain",508,65.8
"19","Raugrin Triome",502,65.8
"20","Expressive Iteration",480,65.4
"21","Overgrown Tomb",455,66.9
"22","Breeding Pool",452,65.6
"23","Llanowar Elves",452,65.1
"24","Elvish Mystic",451,65.2
"25","Watery Grave",450,65.5
"26","Blood Crypt",445,66.7
"27","Mutavault",428,66.4
"28","Sulfur Falls",427,65.9
"29","Urborg, Tomb of Yawgmoth",422,66.6
"30","Shark Typhoon",421,64.9
"31","Dreadbore",415,66.1
"32","Sylvan Caryatid",411,65.6
"33","Sunpetal Grove",410,66
"34","Wild Slash",407,65.5
"35","Treasure Cruise",405,66.3
"36","Dig Through Time",396,64.3
"37","Blightstep Pathway",385,67.3
"38","Omnath, Locus of Creation",383,65.4
"39","Inspiring Vantage",381,64.7
"40","Kolaghan's Command",374,66.1
"41","Riverglide Pathway",366,66.4
"42","Cragcrown Pathway",359,66.1
"43","Spirebluff Canal",346,66.4
"44","Soul-Scar Mage",343,65.3
"45","Heartless Act",342,65.8
"46","Monastery Swiftspear",332,65.1
"47","Extinction Event",327,65.6
"48","Rootbound Crag",326,65.4
"49","Arclight Phoenix",323,66.9
"50","Lightning Axe",323,67
