"","Artist","NoCopies","Winrate"
"1","Rob Alexander",13529,0.659
"2","Eric Deschamps",6308,0.659
"3","Douglas Shuler",5686,0.66
"4","Jonas De Ro",5649,0.656
"5","Adam Paquette",5210,0.658
"6","Magali Villeneuve",4893,0.653
"7","Aleksi Briclot",4098,0.666
"8","Ekaterina Burmak",4014,0.655
"9","Howard Lyon",3955,0.659
"10","Svetlin Velinov",3948,0.658
"11","Mark Poole",3869,0.656
"12","Christopher Rush",3665,0.655
"13","Dan Frazier",3561,0.66
"14","Johannes Voss",3220,0.656
"15","Tomasz Jedruszek",3171,0.662
"16","Daniel Ljunggren",3104,0.656
"17","Daarken",2993,0.659
"18","Kieran Yanner",2935,0.664
"19","Ryan Pancoast",2900,0.659
"20","Titus Lunter",2837,0.659
"21","Steve Argyle",2823,0.651
"22","Raymond Swanland",2771,0.653
"23","Slawomir Maniak",2770,0.661
"24","Wesley Burt",2767,0.653
"25","Jason Rainville",2755,0.659
"26","Victor Adame Minguez",2664,0.669
"27","John Avon",2660,0.656
"28","Franz Vohwinkel",2549,0.658
"29","Sam Burley",2501,0.653
"30","Jesper Ejsing",2474,0.653
"31","Dmitry Burmak",2380,0.667
"32","Cynthia Sheppard",2365,0.661
"33","Noah Bradley",2359,0.66
"34","Chris Rahn",2287,0.654
"35","Chase Stone",2265,0.655
"36","Aaron Miller",2200,0.658
"37","Izzy",2176,0.645
"38","Cliff Childs",2121,0.658
"39","Zoltan Boros",2030,0.653
"40","Anastasia Ovchinnikova",2019,0.652
"41","John Howe",1995,0.657
"42","Jesper Myrfors",1966,0.654
"43","Anson Maddocks",1956,0.655
"44","John Stanko",1939,0.65
"45","Vincent Proce",1922,0.661
"46","Ryan Yee",1915,0.646
"47","Josh Hass",1855,0.667
"48","Caio Monteiro",1779,0.645
"49","G-host Lee",1776,0.66
"50","Cyril Van Der Haegen",1686,0.656
"51","Dan Scott",1600,0.666
"52","Chris Rallis",1595,0.65
"53","Seb McKinnon",1586,0.654
"54","Fred Fields",1543,0.664
"55","Wisnu Tan",1531,0.677
"56","Zezhou Chen",1493,0.654
"57","Winona Nelson",1490,0.654
"58","Grzegorz Rutkowski",1487,0.656
"59","Ravenna Tran",1467,0.672
"60","Wayne Reynolds",1455,0.656
"61","Lius Lasahido",1434,0.65
"62","Andreas Rocha",1386,0.661
"63","Mathias Kollros",1354,0.658
"64","James Ryman",1311,0.661
"65","Wylie Beckert",1305,0.656
"66","Campbell White",1264,0.652
"67","Christine Choi",1257,0.662
"68","Matt Stewart",1213,0.661
"69","Jason A. Engle",1205,0.665
"70","Jarreau Wimberly",1190,0.66
"71","Karl Kopinski",1182,0.651
"72","Chris Seaman",1172,0.658
"73","Darrell Riche",1145,0.648
"74","Yeong-Hao Han",1140,0.653
"75","Terese Nielsen",1120,0.661
"76","David Palumbo",1115,0.659
"77","Volkan Baǵa",1113,0.647
