"","SetCode","NoCopies","Winrate"
"1","MH2",1303,0.734
"2","LEA",684,0.733
"3","MH1",633,0.724
"4","ZEN",575,0.725
"5","ONS",402,0.737
"6","LRW",240,0.751
"7","WAR",240,0.727
"8","WWK",235,0.705
"9","RAV",216,0.734
"10","ELD",208,0.719
"11","MRD",194,0.739
"12","IKO",190,0.729
"13","DIS",185,0.751
"14","KLD",174,0.725
"15","M20",158,0.727
"16","ZNR",157,0.721
"17","RTR",155,0.73
"18","GPT",154,0.738
"19","SOM",154,0.729
"20","NPH",150,0.733
"21","5DN",148,0.727
"22","SHM",140,0.72
"23","ATQ",138,0.707
"24","OGW",124,0.721
"25","KTK",117,0.723
"26","GTC",112,0.723
"27","FUT",112,0.724
"28","DKA",108,0.727
"29","TSP",107,0.713
"30","EMN",102,0.697
"31","CSP",99,0.748
"32","CON",96,0.72
"33","ROE",92,0.716
"34","AVR",88,0.75
"35","CHK",87,0.705
"36","ICE",81,0.741
"37","STX",81,0.692
"38","ARB",80,0.734
"39","THB",79,0.725
"40","M19",76,0.75
"41","JOU",70,0.718
"42","AFR",70,0.738
"43","AER",67,0.741
"44","RNA",64,0.71
"45","MBS",62,0.696
"46","DRK",49,0.699
"47","PC2",48,0.725
"48","CMD",47,0.713
"49","APC",42,0.707
"50","HOU",42,0.72
"51","M21",41,0.706
"52","ALA",39,0.698
"53","SOK",39,0.718
"54","XLN",38,0.72
"55","DST",37,0.691
"56","M10",35,0.734
"57","DOM",35,0.696
"58","ISD",34,0.695
"59","M11",32,0.708
"60","PLC",30,0.75
"61","MIR",25,0.727
"62","AKH",24,0.761
"63","EVE",21,0.757
"64","INV",20,0.697
"65","DGM",20,0.694
"66","PLS",19,0.753
"67","SOI",19,0.652
"68","NEM",17,0.671
"69","MOR",16,0.692
"70","DTK",15,0.729
"71","BFZ",10,0.738
"72","GRN",10,0.679
"73","M12",8,0.65
"74","ORI",8,0.722
"75","ULG",8,0.64
"76","M13",6,0.72
"77","STH",5,0.65
"78","TMP",5,0.706
"79","M15",4,0.714
"80","FRF",4,0.696
"81","WTH",4,0.714
"82","ALL",4,0.714
"83","JUD",4,0.714
"84","PTK",3,0.667
"85","P02",3,0.75
"86","KHM",2,0.667
"87","LEG",1,0.714
"88","ARN",1,0.571
