"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",43,75.4
"2","Lurrus of the Dream-Den",41,72.9
"3","Endurance",35,74.3
"4","Mystical Dispute",35,71.5
"5","Rest in Peace",34,72.2
"6","Alpine Moon",30,75.6
"7","Kaheera, the Orphanguard",29,75.4
"8","Force of Negation",27,73.7
"9","Force of Vigor",26,72.9
"10","Path to Exile",25,71.7
"11","Pithing Needle",25,72.9
"12","Chalice of the Void",24,73.7
"13","Torpor Orb",21,75.5
"14","Flusterstorm",20,71.5
"15","Sanctifier en-Vec",20,70.3
"16","Void Mirror",19,73.8
"17","Dovin's Veto",18,71.6
"18","Blood Moon",17,72.3
"19","Smash to Smithereens",17,72.6
"20","Roiling Vortex",15,73.6
"21","Thoughtseize",15,76.9
"22","Spreading Seas",14,75.3
"23","Soul-Guide Lantern",13,71.4
"24","Prismatic Ending",13,71.4
"25","Relic of Progenitus",13,69
"26","Deflecting Palm",12,73.6
"27","Veil of Summer",12,71.8
"28","Kor Firewalker",12,73.4
"29","Sunset Revelry",11,74.3
"30","Foundation Breaker",10,75
"31","Celestial Purge",10,73.4
"32","Emrakul, the Aeons Torn",10,70.1
"33","Teferi, Time Raveler",9,76.1
"34","Nihil Spellbomb",9,75.4
"35","Seal of Cleansing",9,67.7
"36","Terminate",8,76.8
"37","Drannith Magistrate",8,71
"38","Subtlety",7,72.4
"39","Obstinate Baloth",7,75
"40","Dress Down",6,76.1
"41","Jace, the Mind Sculptor",6,72.9
"42","Wear // Tear",6,70.2
"43","Leyline of the Void",6,72.9
"44","Ancient Grudge",6,69.4
"45","Magus of the Moon",6,75.7
"46","Supreme Verdict",6,69
"47","Tormod's Crypt",6,63.8
"48","Abrade",6,72.5
"49","Outland Liberator",6,72.7
"50","Klothys, God of Destiny",6,75.6
