"","PLAYERS","NB_APPEARANCES","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","TOTAL_POINTS","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"1","ZYURYO",3,26,0.807692307692308,0.606494472060678,0.934451891263217,63,"Jund Midrange; Bant Control","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#zyuryo_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-06#zyuryo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-13#zyuryo_th_place"
"2","Lavaridge",3,25,0.8,0.592962567721323,0.931688535987516,60,"Sultai Control","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#lavaridge_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-06#lavaridge_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-13#lavaridge_st_place"
"3","Sodeq",3,24,0.75,0.532887197577331,0.902269590525467,54,"Dredge; Ad Nauseam","1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#sodeq_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-06#sodeq_th_place"
"4","kbr3",3,24,0.708333333333333,0.489052186142167,0.873847911476309,51,"Scapeshift; Hardened Scales","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#kbr_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#kbr_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#kbr_th_place"
"5","bobthedog",3,23,0.739130434782609,0.515948029597562,0.897713866084642,51,"Sultai Control","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#bobthedog_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#bobthedog_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-06#bobthedog_st_place"
"6","mariogomes097",3,22,0.727272727272727,0.497778798733651,0.892710751629603,48,"Grixis Shadow","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#mariogomes_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#mariogomes_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#mariogomes_th_place"
"7","yamakiller",3,23,0.695652173913043,0.470808333991493,0.8678971203019,48,"Gruul Midrange; Eldrazi Tron; Dredge","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#yamakiller_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#yamakiller_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#yamakiller_th_place"
"8","ArchaeusDota",3,22,0.681818181818182,0.45127557242623,0.861353478446202,45,"Green Tron; Bant Control","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#archaeusdota_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-06#archaeusdota_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#archaeusdota_th_place"
"9","Mateusf34",2,19,0.736842105263158,0.487970654654127,0.908534215092333,42,"Eldrazi Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#mateusf_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#mateusf_th_place"
"10","Thrall90",2,19,0.736842105263158,0.487970654654127,0.908534215092333,42,"Jund Midrange","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#thrall_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#thrall_th_place"
"11","indianpancake",3,20,0.7,0.457210817723711,0.881068409594272,42,"Gruul Midrange; Devoted","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#indianpancake_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#indianpancake_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#indianpancake_th_place"
"12","wambocombo2020",2,17,0.764705882352941,0.50100672679542,0.931892259562643,39,"Burn; Scapeshift","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#wambocombo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#wambocombo_th_place"
"13","katoriarch123",2,16,0.8125,0.543543453768388,0.959526266094054,39,"Bant Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#katoriarch_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#katoriarch_th_place"
"14","LORiWWA",2,18,0.722222222222222,0.465198034416944,0.903050787474441,39,"Eldrazi Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#loriwwa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#loriwwa_th_place"
"15","PvtEnormous",3,21,0.619047619047619,0.384354390378646,0.818928374459827,39,"Sultai Control; Bant Control; Mono Red Prowess","1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#pvtenormous_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-06#pvtenormous_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-13#pvtenormous_nd_place"
"16","qbturtle15",2,16,0.75,0.476229180103872,0.927337961747118,36,"Gruul Midrange; Jund Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#qbturtle_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#qbturtle_st_place"
