"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Bant Control - Sultai Control - Eldrazi Tron,Bant Control - Scapeshift - Grixis Shadow - Jund Midrange,Bant Control - Sultai Control - Jund Midrange - Eldrazi Tron,Bant Control - Sultai Control - Eldrazi Tron,Bant Control - Sultai Control - Eldrazi Tron
"Tiers 1.5",Gruul Midrange - Jund Midrange - Goblins - Dredge - Amulet Titan,Sultai Control - Eldrazi Tron - Temur Control,Goblins - Gruul Midrange,Jund Midrange - Gruul Midrange - Goblins,Jund Midrange - Gruul Midrange - Goblins
"Tiers 2",Gifts Storm - Temur Control - Burn - Green Tron - Mono Red Prowess,Goblins - Gifts Storm - Mono Red Prowess - Amulet Titan - Burn - Gruul Midrange - Dredge,Scapeshift - Amulet Titan - Temur Control - Gifts Storm - Dredge - Mono Red Prowess - Burn,Amulet Titan - Dredge - Temur Control - Gifts Storm - Scapeshift - Mono Red Prowess - Burn - Green Tron,Amulet Titan - Dredge - Temur Control - Gifts Storm - Scapeshift - Mono Red Prowess - Burn - Green Tron
"Tiers 2.5",Devoted - Scapeshift - Grixis Shadow,Green Tron - Devoted,Green Tron - Grixis Shadow - Devoted,Grixis Shadow - Devoted,Grixis Shadow - Devoted
