"","CardNames","DeckCount","WinrateAverage"
"1","Colossal Skyturtle",1,90
"2","Jaya, Fiery Negotiator",4,82.9
"3","Silvergill Adept",2,82.4
"4","Phyrexian Fleshgorger",1,80
"5","Sudden Edict",1,80
"6","Swan Song",1,80
"7","Kroxa, Titan of Death's Hunger",1,80
"8","Iona, Shield of Emeria",7,79.1
"9","Blossoming Calm",6,78.8
"10","Turn the Earth",11,78.6
"11","Weather the Storm",7,78.3
"12","Fact or Fiction",1,77.8
"13","Crumble to Dust",1,77.8
"14","Suspend",1,77.8
"15","Strike It Rich",1,77.8
"16","Kira, Great Glass-Spinner",1,77.8
"17","Empty the Warrens",2,76.5
"18","Nature's Claim",25,76.3
"19","Kura, the Boundless Sky",3,75.9
"20","Test of Talents",4,75.8
"21","Aether Gust",21,75.6
"22","Supreme Verdict",4,75
"23","Glimpse of Tomorrow",3,75
"24","Sorcerous Spyglass",2,75
"25","Skysovereign, Consul Flagship",2,75
"26","Kozilek's Return",2,75
"27","Flame Blitz",2,75
"28","Phyrexian Metamorph",2,75
"29","Mystic Reflection",1,75
"30","Sword of Fire and Ice",1,75
"31","Tameshi, Reality Architect",1,75
"32","Boil",1,75
"33","Sokenzan, Crucible of Defiance",1,75
"34","Boggart Harbinger",1,75
"35","Goblin Trashmaster",1,75
"36","The Reality Chip",1,75
"37","Ingot Chewer",1,75
"38","Brittle Effigy",1,75
"39","Kolaghan's Command",7,74.5
"40","Celestial Purge",5,74.4
"41","Dragon's Claw",7,74.1
"42","Counterspell",2,73.7
"43","Pact of Negation",2,73.7
"44","The Wandering Emperor",2,73.3
"45","Natural State",2,73.3
"46","Kozilek, Butcher of Truth",2,73.3
"47","Unholy Heat",3,73.1
"48","Force of Negation",18,73
"49","Terminate",6,72.9
"50","Vapor Snag",4,72.7
