"","CardNames","DeckCount","Winrate95Min"
"1","Nature's Claim",25,70
"2","Turn the Earth",11,69.5
"3","Aether Gust",21,69
"4","Flusterstorm",147,68.7
"5","Boseiju, Who Endures",64,67.8
"6","Iona, Shield of Emeria",7,67.4
"7","Dress Down",110,67.2
"8","Mystical Dispute",156,67.2
"9","Wear // Tear",52,67
"10","Blood Moon",120,66.9
"11","Spell Pierce",52,66.8
"12","Unlicensed Hearse",121,66.8
"13","Engineered Explosives",186,66.7
"14","Veil of Summer",80,66.6
"15","Hallowed Moonlight",50,66.5
"16","Jegantha, the Wellspring",77,66.5
"17","Jaya, Fiery Negotiator",4,66.4
"18","Force of Vigor",117,66.1
"19","Endurance",112,66.1
"20","Orvar, the All-Form",56,65.9
"21","Weather the Storm",7,65.8
"22","Fury",72,65.8
"23","Prismatic Ending",24,65.6
"24","Pithing Needle",90,65.5
"25","Leyline of the Void",53,65.4
"26","Blossoming Calm",6,65.3
"27","Path to Exile",50,65.3
"28","Subtlety",77,65.2
"29","Force of Negation",18,65.1
"30","Alpine Moon",61,65.1
"31","Sanctifier en-Vec",57,65
"32","Chalice of the Void",60,64.9
"33","Soul-Guide Lantern",31,64.7
"34","Relic of Progenitus",67,64.5
"35","Abrade",70,64.5
"36","Lavinia, Azorius Renegade",20,64.4
"37","March of Otherworldly Light",40,64.3
"38","Hidetsugu Consumes All",34,64.2
"39","Fatal Push",37,64.2
"40","Drannith Magistrate",39,64
"41","Spreading Seas",14,63.6
"42","Dovin's Veto",14,63.6
"43","Invasive Surgery",18,63.4
"44","Seasoned Pyromancer",39,63.3
"45","Thoughtseize",43,63.1
"46","Hushbringer",15,63
"47","Brotherhood's End",37,62.8
"48","Crime // Punishment",15,62.7
"49","Gemstone Caverns",17,62.7
"50","Kaheera, the Orphanguard",21,62.7
