"","Artist","NoCopies","Winrate"
"1","Rob Alexander",2680,0.705
"2","Christopher Rush",1172,0.7
"3","Anastasia Ovchinnikova",1062,0.694
"4","Mark Poole",865,0.696
"5","Simon Dominic",719,0.696
"6","Chippy",673,0.699
"7","Vance Kovacs",654,0.707
"8","Martina Fackova",584,0.697
"9","Philip Straub",574,0.708
"10","Adam Paquette",553,0.689
"11","Eric Deschamps",499,0.696
"12","Shelly Wan",486,0.699
"13","Mila Pesic",438,0.695
"14","Kari Christensen",437,0.702
"15","Titus Lunter",430,0.698
"16","Ryan Pancoast",426,0.701
"17","Izzy",396,0.688
"18","Ron Spears",394,0.691
"19","Zezhou Chen",393,0.698
"20","Jason Chan",374,0.7
"21","Raoul Vitale",364,0.697
"22","Aleksi Briclot",352,0.687
"23","Randy Vargas",348,0.689
"24","Alayna Danner",341,0.701
"25","Chris Ostrowski",330,0.7
"26","Chase Stone",319,0.712
"27","Mark Zug",314,0.694
"28","Tom Wänerstrand",293,0.701
"29","Mike Bierek",285,0.708
"30","Raymond Swanland",276,0.709
"31","Douglas Shuler",268,0.7
"32","Dmitry Burmak",260,0.697
"33","John Stanko",258,0.71
"34","Chris Rallis",255,0.716
"35","Lucas Graciano",235,0.693
"36","Paul Scott Canavan",234,0.709
"37","Iain McCaig",233,0.7
"38","John Avon",232,0.696
"39","Anson Maddocks",230,0.694
"40","Cristi Balanescu",226,0.705
"41","Jesper Myrfors",225,0.701
"42","Lie Setiawan",224,0.71
"43","Joseph Meehan",219,0.714
"44","Cyril Van Der Haegen",219,0.689
"45","Jason Rainville",217,0.683
"46","Yeong-Hao Han",215,0.687
"47","Jonas De Ro",210,0.694
"48","Howard Lyon",208,0.704
"49","Lake Hurwitz",201,0.705
"50","David Martin",199,0.724
"51","Anthony S. Waters",192,0.691
"52","Vincent Proce",186,0.698
"53","Chris Rahn",186,0.69
"54","Richard Whitters",184,0.701
"55","Steve Argyle",184,0.701
"56","Kieran Yanner",181,0.691
"57","Cynthia Sheppard",180,0.69
"58","Cliff Childs",178,0.697
"59","Dave Kendall",178,0.689
"60","Terese Nielsen",177,0.699
"61","Yongjae Choi",175,0.677
"62","Johannes Voss",171,0.719
"63","Greg Staples",170,0.689
"64","Jung Park",168,0.715
"65","Nicholas Gregory",167,0.682
"66","Pete Venters",165,0.687
"67","Adam Rex",165,0.697
"68","Heather Hudson",158,0.683
"69","Seb McKinnon",156,0.694
"70","Richard Wright",154,0.693
"71","Franz Vohwinkel",154,0.68
"72","Sam Burley",152,0.72
"73","Mark Winters",152,0.688
"74","Mark Tedin",152,0.686
"75","Svetlin Velinov",150,0.691
"76","Dan Frazier",146,0.694
"77","John Matson",137,0.682
"78","Dan Scott",136,0.703
"79","Amy Weber",133,0.704
"80","Jean-Sébastien Rossbach",132,0.685
"81","Steven Belledin",130,0.708
"82","Evan Shipard",127,0.695
"83","Daarken",125,0.727
"84","Nils Hamm",125,0.701
"85","Jason A. Engle",121,0.699
"86","Tomas Giorello",117,0.703
"87","Todd Lockwood",114,0.698
"88","Alexander Forssberg",110,0.748
"89","Deruchenko Alexander",108,0.753
"90","Warren Mahy",107,0.682
"91","DiTerlizzi",105,0.701
"92","Sidharth Chaturvedi",104,0.689
"93","Craig J Spearing",103,0.717
"94","Andrew Mar",101,0.748
"95","Scott Murphy",101,0.692
"96","Michael Komarck",100,0.685
"97","Hideaki Takamura",97,0.695
"98","Martina Pilcerova",96,0.705
"99","James Paick",94,0.695
"100","Noah Bradley",90,0.687
"101","Jason Felix",90,0.689
"102","Greg Hildebrandt",89,0.709
"103","Kev Walker",89,0.682
"104","Christine Choi",84,0.674
"105","Jesper Ejsing",83,0.703
"106","Matt Stewart",82,0.695
"107","Chris Cold",82,0.693
"108","Maria Zolotukhina",77,0.687
"109","Igor Kieryluk",75,0.683
"110","Tomasz Jedruszek",74,0.732
"111","Bryan Sola",73,0.683
"112","Marc Simonetti",71,0.681
"113","Wisnu Tan",71,0.664
"114","Daniel Ljunggren",68,0.693
"115","Fred Fields",63,0.714
"116","Darrell Riche",62,0.698
"117","Dave Dorman",59,0.677
"118","Bastien L. Deharme",59,0.698
"119","Milivoj Ćeran",55,0.73
"120","Justin Murray",54,0.698
"121","Lars Grant-West",52,0.728
"122","Campbell White",51,0.688
"123","Wayne Reynolds",50,0.718
"124","Zoltan Boros",50,0.68
"125","Scott M. Fischer",49,0.65
"126","Jim Nelson",48,0.688
"127","Magali Villeneuve",47,0.708
"128","Dimitar Marinski",46,0.681
"129","Heonhwa Choe",44,0.667
"130","Michael Sutfin",41,0.671
"131","James Ryman",40,0.722
"132","Volkan Baǵa",39,0.701
"133","Gabor Szikszai",38,0.722
"134","Jake Murray",38,0.698
"135","Austin Hsu",38,0.688
"136","Alex Horley-Orlandelli",37,0.646
"137","Eric Fortune",36,0.682
"138","Melissa A. Benson",36,0.711
"139","Drew Tucker",36,0.681
"140","Luca Zontini",36,0.634
"141","Randy Gallegos",36,0.712
"142","Irina Nordsol",36,0.662
"143","Ilse Gort",35,0.681
"144","Johan Grenier",35,0.671
"145","Steve Prescott",35,0.688
"146","Jeff Miracola",34,0.697
"147","Marta Nael",33,0.719
"148","Sarah Finnigan",31,0.682
"149","Viko Menezes",30,0.732
"150","Jaime Jones",30,0.698
"151","Karl Kopinski",30,0.678
"152","Khang Le",29,0.7
"153","Lucas Staniec",29,0.68
"154","Tony Szczudlo",29,0.721
"155","Donato Giancola",29,0.726
"156","E. M. Gist",28,0.722
"157","Sam Wood",28,0.642
"158","Tyler Jacobson",26,0.673
"159","Wayne England",26,0.693
"160","Carl Critchlow",25,0.692
"161","Chuck Lukacs",25,0.682
"162","Julian Kok Joon Wen",23,0.705
"163","Antonio José Manzanedo",23,0.683
"164","Caio Monteiro",23,0.681
"165","Winona Nelson",22,0.605
"166","Valera Lutfullina",21,0.745
"167","Kasia 'Kafis' Zielińska",21,0.685
"168","Ryan Yee",20,0.754
"169","Livia Prima",20,0.702
"170","Mark Brill",18,0.739
"171","Zoltan Boros & Gabor Szikszai",17,0.696
"172","David Rapoza",17,0.65
"173","Thomas M. Baxa",16,0.683
"174","Ravenna Tran",16,0.69
"175","Edward P. Beard, Jr.",16,0.7
"176","Jana Schirmer & Johannes Voss",16,0.707
"177","Matt Cavotta",15,0.727
"178","Jim Murray",15,0.645
"179","Eytan Zana",14,0.708
"180","Pat Morrissey",14,0.688
"181","Liiga Smilshkalne",14,0.758
"182","Leon Tukker",14,0.653
"183","Aurore Folny",14,0.672
"184","rk post",13,0.707
"185","Charles Urbach",12,0.691
"186","Brom",12,0.718
"187","D. Alexander Gregory",12,0.75
"188","Jokubas Uogintas",12,0.75
"189","Victor Adame Minguez",12,0.7
"190","David Hudnut",12,0.727
"191","Lius Lasahido",12,0.667
"192","Florian de Gesincourt",11,0.649
"193","Manuel Castañón",11,0.667
"194","Tommy Arnold",11,0.661
"195","Zack Stella",9,0.671
"196","Daniel Gelon",8,0.733
"197","Joe Slucher",8,0.667
"198","Wesley Burt",7,0.727
"199","Richard Kane Ferguson",7,0.643
"200","Willian Murai",7,0.6
"201","Nicola Leonard",6,0.733
"202","Doug Chaffee",6,0.714
"203","Jakub Kasper",6,0.682
"204","Yohann Schepacz",6,0.694
"205","Jeremy Jarvis",5,0.658
"206","Mark A. Nelson",5,0.722
"207","Aaron Miller",5,0.733
"208","Slawomir Maniak",5,0.643
"209","Bryon Wackwitz",4,0.733
"210","Jarel Threat",4,0.733
"211","Filip Burburan",4,0.636
"212","Iris Compiet",4,0.75
"213","Grzegorz Rutkowski",4,0.75
"214","Bruno Biazotto",4,0.75
"215","Kimonas Theodossiou",4,0.714
"216","Rebecca Guay",4,0.714
"217","Andreas Rocha",4,0.714
"218","Stephen Tappin",4,0.571
"219","Ittoku",4,0.571
"220","Clint Cearley",4,0.571
"221","Mark Romanoski",3,0.733
"222","Ralph Horsley",3,0.75
"223","Peter Mohrbacher",3,0.778
"224","Ben Thompson",3,0.7
"225","Dany Orizio",3,0.571
"226","Lindsey Look",2,0.765
"227","Sam White",2,0.737
"228","Inka Schulz",2,0.8
"229","Daren Bader",2,0.75
"230","Nicholas Elias",2,0.75
"231","Brandon Kitkouski",2,0.706
"232","Glenn Fabry",2,0.571
"233","Evyn Fong",2,0.571
"234","John Zeleznik",2,0.571
"235","Mike Dringenberg",1,0.75
"236","Even Amundsen",1,0.75
"237","Dallas Williams",1,0.571
"238","Omar Rayyan",1,0.571
