"","CardNames","DeckCount","Winrate95Min"
"1","Prismari Command",27,70.9
"2","Transmogrify",14,70.6
"3","Indomitable Creativity",27,69.3
"4","Fire // Ice",49,69.1
"5","Archon of Cruelty",28,68.8
"6","Dwarven Mine",28,68.8
"7","Steam Vents",229,68.8
"8","Scalding Tarn",219,68.6
"9","Spell Pierce",149,68.5
"10","Arid Mesa",101,68.4
"11","Mana Leak",11,68.3
"12","Wooded Foothills",115,68.3
"13","Lightning Bolt",224,68.3
"14","Teferi, Time Raveler",79,68.2
"15","Blood Crypt",76,68.2
"16","Wrenn and Six",57,68
"17","Ketria Triome",54,68
"18","Fable of the Mirror-Breaker",70,67.8
"19","Stomping Ground",103,67.8
"20","Flooded Strand",170,67.7
"21","Mountain",135,67.5
"22","Misty Rainforest",186,67.5
"23","Expressive Iteration",137,67.4
"24","Hallowed Fountain",77,67.3
"25","Mishra's Bauble",148,67.3
"26","Sacred Foundry",91,67.2
"27","Bloodstained Mire",104,67.2
"28","Unholy Heat",123,67.2
"29","Ragavan, Nimble Pilferer",171,67.2
"30","Dragon's Rage Channeler",136,67.1
"31","Island",143,67.1
"32","Otawara, Soaring City",154,67.1
"33","Ziatora's Proving Ground",28,67
"34","Prismatic Ending",52,67
"35","Ledger Shredder",106,66.9
"36","Boseiju, Who Endures",149,66.8
"37","Burst Lightning",6,66.6
"38","Counterspell",89,66.6
"39","Polluted Delta",124,66.6
"40","Spirebluff Canal",123,66.6
"41","Consider",99,66.5
"42","Underworld Breach",57,66.4
"43","Leyline Binding",56,66.4
"44","Plains",76,66.3
"45","Urza's Saga",98,66.3
"46","Fiery Islet",121,66.3
"47","Breeding Pool",79,66.2
"48","Forest",142,66.1
"49","Snow-Covered Island",70,66
"50","Brazen Borrower",52,65.9
