"","CardNames","DeckCount","Winrate95Min"
"1","Snap",15,64.7
"2","Ghostly Flicker",17,63.5
"3","Preordain",79,62.7
"4","Ponder",23,62.5
"5","Faerie Seer",58,62.4
"6","Ninja of the Deep Hours",58,62.4
"7","Spellstutter Sprite",58,62.4
"8","Spell Pierce",11,62.3
"9","Island",55,62.1
"10","Counterspell",78,61.8
"11","Ash Barrens",95,61.7
"12","Evolving Wilds",40,61.6
"13","Prohibit",17,61.1
"14","Delver of Secrets",9,60.9
"15","Faerie Miscreant",10,60.9
"16","Spire Golem",10,60.9
"17","Brainstorm",53,60.9
"18","Duress",15,60.8
"19","Snow-Covered Island",58,60.7
"20","Augur of Bolas",63,60.5
"21","Dispel",102,60.4
"22","God-Pharaoh's Faithful",7,60.3
"23","Sunscape Familiar",7,60.3
"24","Deep Analysis",7,60.3
"25","Snuff Out",38,60.3
"26","Ice Tunnel",37,60.2
"27","Gurmag Angler",38,60.2
"28","Drossforge Bridge",45,60.1
"29","Cast Down",62,60.1
"30","Vault of Whispers",59,60
"31","Thorn of the Black Rose",57,60
"32","Mortuary Mire",10,59.9
"33","Deadly Dispute",60,59.8
"34","Sea Gate Oracle",20,59.7
"35","Prophetic Prism",66,59.7
"36","Great Furnace",66,59.7
"37","Ichor Wellspring",61,59.6
"38","Makeshift Munitions",52,59.5
"39","Galvanic Blast",68,59.5
"40","Swamp",50,59.4
"41","Disciple of the Vault",50,59.4
"42","Plains",57,59.3
"43","Darksteel Citadel",56,59.3
"44","Chromatic Star",62,59.2
"45","Thriving Isle",10,59.1
"46","Echoing Decay",21,59.1
"47","Night's Whisper",11,59
"48","Ephemerate",32,59
"49","Mutagenic Growth",7,58.9
"50","Mistvault Bridge",48,58.9
