"","CardNames","DeckCount","Winrate95Min"
"1","Dispel",79,62.1
"2","Blue Elemental Blast",88,61.8
"3","Suffocating Fumes",41,60.9
"4","Stormbound Geist",39,60.8
"5","Relic of Progenitus",61,60.8
"6","Hydroblast",93,60.5
"7","Pyroblast",88,60.2
"8","Sage's Row Denizen",6,59.7
"9","Echoing Truth",35,59.7
"10","Thorn of the Black Rose",10,59.4
"11","Duress",67,59.4
"12","Azure Fleet Admiral",3,59.3
"13","Red Elemental Blast",54,59.2
"14","Krark-Clan Shaman",62,59.2
"15","Revoke Existence",12,58.9
"16","Ancient Grudge",42,58.9
"17","Reaping the Graves",62,58.8
"18","Dust to Dust",40,58.7
"19","Fiery Cannonade",51,58.5
"20","Chainer's Edict",41,58.4
"21","Okiba-Gang Shinobi",33,58
"22","Moment's Peace",4,57.7
"23","Curfew",11,57.6
"24","Nihil Spellbomb",25,57.4
"25","Annul",11,57.3
"26","Unexpected Fangs",17,57.3
"27","Gut Shot",32,57.3
"28","Devour Flesh",6,57.2
"29","Dinrova Horror",2,56.6
"30","Moonblade Shinobi",4,56.6
"31","Winter's Rest",4,56.5
"32","Electrickery",14,56.3
"33","Weather the Storm",25,56.2
"34","Cast Down",43,56
"35","Fangren Marauder",17,55.9
"36","Gorilla Shaman",26,55
"37","Coral Net",3,54.6
"38","Steel Sabotage",3,54.6
"39","Leave No Trace",8,54.4
"40","Stonehorn Dignitary",21,54.2
"41","Lone Missionary",19,53.6
"42","Lifelink",20,53.6
"43","Crimson Acolyte",11,53.5
"44","Young Wolf",17,53.1
"45","Flaring Pain",15,52.5
"46","Crypt Rats",7,52.4
"47","Gleeful Sabotage",18,52.4
"48","Shenanigans",9,52.3
"49","Mulldrifter",1,51.8
"50","Abrade",8,51.7
