"","SetCode","NoCopies","Winrate"
"1","LEA",2418,0.645
"2","MRD",1518,0.639
"3","ICE",1515,0.645
"4","ROE",609,0.643
"5","LRW",524,0.661
"6","MH1",514,0.651
"7","MH2",510,0.638
"8","TSP",398,0.645
"9","DOM",380,0.631
"10","SOM",373,0.649
"11","ATQ",352,0.646
"12","M11",340,0.661
"13","MBS",337,0.645
"14","WWK",309,0.645
"15","DST",295,0.655
"16","M13",287,0.652
"17","MMQ",268,0.643
"18","BOK",242,0.657
"19","USG",238,0.654
"20","ULG",219,0.657
"21","KHM",218,0.647
"22","VIS",215,0.631
"23","GPT",211,0.634
"24","IKO",210,0.66
"25","C16",200,0.654
"26","DKA",200,0.644
"27","TOR",196,0.653
"28","AFR",195,0.64
"29","XLN",195,0.637
"30","NPH",176,0.654
"31","ONS",172,0.607
"32","DIS",170,0.649
"33","ZNR",158,0.621
"34","CMR",157,0.641
"35","CN2",152,0.656
"36","ZEN",149,0.642
"37","INV",143,0.654
"38","JUD",137,0.616
"39","EVE",123,0.616
"40","AVR",122,0.648
"41","RTR",121,0.641
"42","M12",118,0.625
"43","KTK",115,0.645
"44","SCG",107,0.642
"45","SHM",105,0.624
"46","FRF",100,0.654
"47","STH",97,0.639
"48","ALA",96,0.655
"49","RAV",95,0.657
"50","ISD",90,0.647
"51","C20",89,0.652
"52","HOU",82,0.647
"53","KLD",76,0.622
"54","JMP",70,0.654
"55","SOI",67,0.598
"56","GTC",66,0.699
"57","CSP",65,0.643
"58","APC",64,0.606
"59","M10",63,0.594
"60","ELD",59,0.617
"61","STX",56,0.628
"62","AKH",53,0.615
"63","MOR",52,0.644
"64","RNA",48,0.62
"65","MID",45,0.637
"66","LGN",45,0.61
"67","CHK",44,0.63
"68","ODY",42,0.701
"69","OGW",41,0.638
"70","ORI",40,0.729
"71","M15",36,0.654
"72","PLS",33,0.739
"73","LEG",33,0.621
"74","EMN",32,0.615
"75","PLC",29,0.6
"76","5DN",26,0.707
"77","FUT",26,0.625
"78","THS",24,0.5
"79","M14",23,0.59
"80","P02",16,0.615
"81","ARN",15,0.5
"82","BFZ",14,0.693
"83","THB",14,0.554
"84","TMP",13,0.62
"85","M20",12,0.714
"86","M21",12,0.682
"87","GRN",10,0.52
"88","PCY",7,0.562
"89","WTH",6,0.667
"90","CNS",5,0.607
"91","HML",4,0.652
"92","ARB",4,0.6
"93","RIX",3,0.611
"94","FEM",3,0.571
