"","CardNames","DeckCount","WinrateAverage"
"1","Mystical Dispute",32,69.6
"2","Veil of Summer",28,71.4
"3","Force of Vigor",27,71.3
"4","Pithing Needle",23,72.4
"5","Engineered Explosives",21,71.1
"6","Aether Gust",21,71.3
"7","Dismember",20,70.5
"8","Tormod's Crypt",20,71.8
"9","Foundation Breaker",18,70.9
"10","Path to Exile",18,71
"11","Soul-Guide Lantern",18,74.8
"12","Lurrus of the Dream-Den",17,73.1
"13","Leyline of Sanctity",16,68.9
"14","Rest in Peace",15,71.6
"15","Damping Sphere",15,70.9
"16","Leyline of the Void",15,68.8
"17","Endurance",14,74.3
"18","Ghost Quarter",13,71.3
"19","Collector Ouphe",13,68.7
"20","Sanctifier en-Vec",12,72.6
"21","Kor Firewalker",12,69.2
"22","Relic of Progenitus",12,72.8
"23","Blood Moon",12,71.9
"24","Fatal Push",12,73
"25","Plague Engineer",12,65.9
"26","Bojuka Bog",11,71.3
"27","Thoughtseize",11,74.2
"28","Spell Pierce",10,71.1
"29","Teferi, Time Raveler",9,77.6
"30","Auriok Champion",9,69
"31","Grafdigger's Cage",9,73
"32","Tireless Tracker",9,71.8
"33","Anger of the Gods",9,73.6
"34","Chalice of the Void",8,72.3
"35","Ingot Chewer",8,69.5
"36","Faerie Macabre",8,67.8
"37","Collective Brutality",8,68.4
"38","Ashiok, Dream Render",8,72.1
"39","Abrade",8,70.5
"40","Kozilek, Butcher of Truth",8,69
"41","Surgical Extraction",8,70.5
"42","Assassin's Trophy",7,70.9
"43","Stony Silence",7,72.2
"44","Kozilek's Return",7,70.4
"45","Reclamation Sage",7,69.1
"46","Prismatic Ending",7,74.1
"47","Brazen Borrower",6,65.1
"48","Kaya's Guile",6,67.4
"49","Gaddock Teeg",6,70.2
"50","Force of Negation",6,73.3
