"","CardNames","DeckCount","WinrateAverage"
"1","Test of Talents",1,90.9
"2","Heliod's Intervention",1,90
"3","Welding Jar",1,90
"4","Remorseful Cleric",2,83.3
"5","Natural State",2,83.3
"6","Sword of Fire and Ice",2,83.3
"7","Tide Shaper",2,83.3
"8","Titania, Protector of Argoth",2,83.3
"9","Drannith Magistrate",5,81.8
"10","Profane Memento",1,81.8
"11","Yorion, Sky Nomad",3,80.8
"12","Run Afoul",3,80.8
"13","Into the Story",1,80
"14","Vapor Snag",1,80
"15","Damnation",3,78.6
"16","Vanishing Verse",2,77.8
"17","Subtlety",2,77.8
"18","Barrage of Boulders",1,77.8
"19","Yasharn, Implacable Earth",1,77.8
"20","Teferi, Time Raveler",9,77.6
"21","Dovin's Veto",5,77.5
"22","Meddling Mage",3,76.9
"23","Crypt Incursion",2,76.5
"24","Doom Blade",2,76.5
"25","Set Adrift",2,76.5
"26","Trail of Crumbs",2,76.5
"27","Vraska, Golgari Queen",2,76.5
"28","Narset, Parter of Veils",4,75
"29","Kitchen Finks",3,75
"30","Scavenging Ooze",3,75
"31","Break the Ice",2,75
"32","Blossoming Calm",2,75
"33","Tempest of Light",1,75
"34","Zuran Orb",1,75
"35","Skysovereign, Consul Flagship",1,75
"36","Sorcerous Spyglass",1,75
"37","Spatial Contortion",1,75
"38","Trinisphere",1,75
"39","Island",1,75
"40","Fry",1,75
"41","Sphinx's Revelation",1,75
"42","On Thin Ice",1,75
"43","Ancient Grudge",1,75
"44","Pillage",1,75
"45","Shatterstorm",1,75
"46","Lost Legacy",1,75
"47","Containment Priest",1,75
"48","Counterspell",1,75
"49","Eternal Witness",1,75
"50","Detention Sphere",1,75
