"","CardNames","DeckCount","Winrate95Min"
"1","Hallowed Fountain",20,68.2
"2","Flooded Strand",29,67.5
"3","Island",61,67.5
"4","Misty Rainforest",47,67.3
"5","Forest",58,67.3
"6","Teferi, Time Raveler",19,66.8
"7","Steam Vents",42,66.4
"8","Force of Negation",30,66.3
"9","Prismatic Ending",10,66.2
"10","Breeding Pool",44,66.2
"11","Stoneforge Mystic",11,65.9
"12","Urza's Saga",24,65.9
"13","Swamp",38,65.9
"14","Snapcaster Mage",16,65.8
"15","Spirebluff Canal",27,65.7
"16","Plains",32,65.6
"17","Scalding Tarn",34,65.5
"18","Batterskull",9,65.4
"19","Counterspell",16,65.2
"20","Cryptic Command",12,65.1
"21","Ephemerate",7,64.7
"22","Watery Grave",21,64.7
"23","Mountain",33,64.7
"24","Jace, the Mind Sculptor",10,64.5
"25","Skyclave Apparition",14,64.4
"26","Archmage's Charm",8,64.3
"27","Solitude",9,64.3
"28","Verdant Catacombs",26,64.2
"29","Stomping Ground",23,64.1
"30","Lightning Bolt",30,64.1
"31","Polluted Delta",26,63.8
"32","Yavimaya, Cradle of Growth",18,63.7
"33","Overgrown Tomb",23,63.7
"34","Cavern of Souls",21,63.6
"35","Windswept Heath",27,63.6
"36","Ragavan, Nimble Pilferer",11,63.5
"37","Fatal Push",18,63.5
"38","Street Wraith",16,63
"39","Wooded Foothills",29,63
"40","Violent Outburst",19,62.9
"41","Brazen Borrower",21,62.9
"42","Temple Garden",18,62.7
"43","Raugrin Triome",11,62.6
"44","Shardless Agent",25,62.6
"45","Prismatic Vista",14,62.4
"46","Nurturing Peatland",16,62.4
"47","Path to Exile",7,62.2
"48","Mishra's Bauble",18,62.2
"49","Sword of Feast and Famine",4,62.1
"50","Aether Vial",12,62.1
