"","CardNames","DeckCount","WinrateAverage"
"1","Island",61,71.8
"2","Forest",58,71.7
"3","Misty Rainforest",47,72.3
"4","Breeding Pool",44,71.3
"5","Steam Vents",42,71.6
"6","Swamp",38,71.5
"7","Scalding Tarn",34,71.4
"8","Mountain",33,70.8
"9","Plains",32,71.6
"10","Force of Negation",30,72.5
"11","Lightning Bolt",30,70.5
"12","Wooded Foothills",29,69.5
"13","Flooded Strand",29,73.7
"14","Spirebluff Canal",27,72.2
"15","Windswept Heath",27,70.3
"16","Polluted Delta",26,70.8
"17","Verdant Catacombs",26,71
"18","Shardless Agent",25,69.6
"19","Urza's Saga",24,72.8
"20","Stomping Ground",23,71.3
"21","Overgrown Tomb",23,70.9
"22","Cavern of Souls",21,71.1
"23","Brazen Borrower",21,70.6
"24","Watery Grave",21,72.3
"25","Hallowed Fountain",20,75.6
"26","Thoughtseize",20,69
"27","Teferi, Time Raveler",19,74.5
"28","Violent Outburst",19,71
"29","Yavimaya, Cradle of Growth",18,71.7
"30","Arid Mesa",18,68.8
"31","Fatal Push",18,71.9
"32","Bloodstained Mire",18,69.5
"33","Temple Garden",18,70.9
"34","Mishra's Bauble",18,70.7
"35","Street Wraith",16,71.8
"36","Snapcaster Mage",16,74.4
"37","Inquisition of Kozilek",16,69
"38","Counterspell",16,73.8
"39","Nurturing Peatland",16,71.2
"40","Noble Hierarch",15,69.8
"41","Sacred Foundry",15,66.4
"42","Skyclave Apparition",14,73.6
"43","Fiery Islet",14,69.8
"44","Prismatic Vista",14,71.8
"45","Horizon Canopy",13,67.7
"46","Expedition Map",13,71.8
"47","Tolaria West",13,71.6
"48","Blooming Marsh",13,70.9
"49","Aether Vial",12,72.2
"50","Arboreal Grazer",12,71.3
