"","CardNames","DeckCount","Winrate95Min"
"1","Drannith Magistrate",5,67.3
"2","Soul-Guide Lantern",18,66.9
"3","Teferi, Time Raveler",9,66.6
"4","Endurance",14,65.3
"5","Pithing Needle",23,65.3
"6","Veil of Summer",28,64.9
"7","Lurrus of the Dream-Den",17,64.6
"8","Force of Vigor",27,64.6
"9","Tormod's Crypt",20,64
"10","Thoughtseize",11,63.8
"11","Aether Gust",21,63.6
"12","Engineered Explosives",21,63.4
"13","Mystical Dispute",32,63.3
"14","Fatal Push",12,63.2
"15","Path to Exile",18,62.7
"16","Foundation Breaker",18,62.7
"17","Dismember",20,62.7
"18","Relic of Progenitus",12,62.6
"19","Sanctifier en-Vec",12,62.5
"20","Rest in Peace",15,62.4
"21","Anger of the Gods",9,61.9
"22","Blood Moon",12,61.8
"23","Damping Sphere",15,61.8
"24","Dovin's Veto",5,61.5
"25","Grafdigger's Cage",9,61.4
"26","Ghost Quarter",13,61.4
"27","Yorion, Sky Nomad",3,60.6
"28","Run Afoul",3,60.6
"29","Bojuka Bog",11,60.6
"30","Prismatic Ending",7,60.3
"31","Tireless Tracker",9,59.9
"32","Chalice of the Void",8,59.8
"33","Leyline of Sanctity",16,59.8
"34","Spell Pierce",10,59.5
"35","Leyline of the Void",15,59.3
"36","Ashiok, Dream Render",8,59.2
"37","Damnation",3,59
"38","Test of Talents",1,58.7
"39","Kor Firewalker",12,58.7
"40","Remorseful Cleric",2,58.6
"41","Natural State",2,58.6
"42","Sword of Fire and Ice",2,58.6
"43","Tide Shaper",2,58.6
"44","Titania, Protector of Argoth",2,58.6
"45","Collector Ouphe",13,58.6
"46","Stony Silence",7,58.4
"47","Prismari Command",6,58.2
"48","Force of Negation",6,58.1
"49","Unmoored Ego",5,57.9
"50","Shattering Spree",5,57.9
