"","CardNames","DeckCount","Winrate95Min"
"1","Robber of the Rich",30,64.3
"2","Glass Casket",301,62.9
"3","Curse of Silence",15,62.7
"4","Soul Sear",423,62.6
"5","Inscription of Abundance",80,62.5
"6","Wilt",353,62.5
"7","Mystical Dispute",1026,62.4
"8","Brutal Cathar",42,62.3
"9","Skyclave Apparition",80,62.3
"10","Polukranos, Unchained",110,62.3
"11","Ox of Agonas",930,62.2
"12","Eat to Extinction",24,62.1
"13","Obosh, the Preypiercer",80,62.1
"14","Shredded Sails",248,62.1
"15","Cling to Dust",371,62.1
"16","Phoenix of Ash",470,62.1
"17","Negate",773,62.1
"18","Tormod's Crypt",32,62
"19","Disenchant",38,61.9
"20","Legion Angel",85,61.9
"21","Agonizing Remorse",106,61.9
"22","Redcap Melee",1033,61.9
"23","Vivien, Monsters' Advocate",221,61.8
"24","Klothys, God of Destiny",506,61.7
"25","Reidane, God of the Worthy",235,61.6
"26","Elder Gargaroth",277,61.6
"27","Yorion, Sky Nomad",457,61.6
"28","Wrenn and Seven",43,61.5
"29","Ugin, the Spirit Dragon",80,61.5
"30","Portable Hole",99,61.5
"31","Lurrus of the Dream-Den",306,61.5
"32","Roiling Vortex",339,61.5
"33","Giant Killer",84,61.4
"34","Primal Might",45,61.2
"35","Fateful Absence",58,61.2
"36","Crippling Fear",168,61.2
"37","Prismari Command",118,61.1
"38","Scavenging Ooze",186,61.1
"39","Scorching Dragonfire",324,61.1
"40","Duress",578,61.1
"41","Disdainful Stroke",690,61.1
"42","Elite Spellbinder",64,61
"43","Shadowspear",194,61
"44","Lovestruck Beast",23,60.9
"45","Glorious Protector",21,60.9
"46","Drannith Magistrate",216,60.9
"47","Thrashing Brontodon",56,60.8
"48","Soul-Guide Lantern",222,60.8
"49","Fire Prophecy",304,60.8
"50","The Akroan War",708,60.8
