"","SetCode","NoCopies","Winrate"
"1","LEA",2453,0.664
"2","MH2",2169,0.664
"3","TMP",1700,0.672
"4","ICE",1525,0.669
"5","ZEN",994,0.668
"6","ONS",888,0.677
"7","LRW",885,0.665
"8","ALL",780,0.671
"9","MH1",740,0.663
"10","MRD",737,0.672
"11","CLB",674,0.665
"12","STX",616,0.68
"13","USG",589,0.666
"14","NEO",570,0.668
"15","AVR",506,0.656
"16","CSP",497,0.682
"17","ELD",467,0.679
"18","NPH",457,0.673
"19","NEM",445,0.678
"20","ZNR",428,0.67
"21","LEB",392,0.67
"22","EXO",353,0.672
"23","GPT",345,0.671
"24","ISD",336,0.673
"25","MMQ",315,0.661
"26","SHM",274,0.668
"27","THB",231,0.682
"28","AER",222,0.694
"29","SOM",209,0.676
"30","DKA",205,0.652
"31","FUT",196,0.663
"32","ONE",192,0.659
"33","CN2",168,0.659
"34","LEG",161,0.667
"35","BRO",150,0.677
"36","ULG",149,0.659
"37","PLC",147,0.642
"38","M20",138,0.66
"39","ODY",135,0.658
"40","WWK",129,0.679
"41","WTH",120,0.66
"42","TOR",112,0.695
"43","PC2",112,0.633
"44","STH",108,0.683
"45","BOK",106,0.674
"46","MIR",105,0.671
"47","WAR",103,0.661
"48","DST",90,0.663
"49","TSP",89,0.68
"50","CMD",80,0.671
"51","RAV",75,0.656
"52","C13",75,0.664
"53","MBS",74,0.647
"54","DMU",71,0.636
"55","JUD",68,0.692
"56","DRK",67,0.7
"57","ALA",63,0.697
"58","CMR",60,0.615
"59","SCG",59,0.673
"60","ROE",59,0.659
"61","VIS",56,0.642
"62","SOK",54,0.695
"63","HOU",49,0.654
"64","RTR",47,0.654
"65","ATQ",44,0.664
"66","GTC",41,0.731
"67","IKO",41,0.63
"68","PLS",39,0.648
"69","EVE",38,0.624
"70","SNC",37,0.651
"71","M11",36,0.62
"72","JMP",33,0.652
"73","M13",33,0.629
"74","CON",33,0.634
"75","NEC",33,0.702
"76","AFR",33,0.626
"77","5DN",32,0.628
"78","C18",29,0.672
"79","MOR",28,0.639
"80","DIS",27,0.732
"81","CHK",27,0.636
"82","M10",27,0.688
"83","GRN",25,0.632
"84","POR",24,0.679
"85","DOM",23,0.672
"86","EMN",23,0.656
"87","MID",22,0.667
"88","VOW",22,0.631
"89","M15",17,0.649
"90","FEM",17,0.605
"91","M12",17,0.526
"92","BNG",16,0.63
"93","M19",14,0.667
"94","BBD",14,0.565
"95","M21",13,0.688
"96","CNS",12,0.633
"97","BFZ",11,0.657
"98","KHM",10,0.625
"99","FRF",9,0.595
"100","M14",6,0.633
"101","THS",6,0.605
"102","ORI",6,0.538
"103","DTK",6,0.6
"104","ARB",5,0.692
"105","KTK",4,0.708
"106","KLD",4,0.607
"107","AKH",3,0.75
"108","ARN",2,0.667
"109","INV",2,0.727
"110","C21",1,0.714
"111","RNA",1,0.571
