"","CardNames","DeckCount","WinrateAverage"
"1","Scalding Tarn",406,75.1
"2","Lightning Bolt",399,74.4
"3","Steam Vents",395,74.9
"4","Flooded Strand",321,74.7
"5","Misty Rainforest",289,74.2
"6","Ragavan, Nimble Pilferer",283,73.7
"7","Spell Pierce",271,74.8
"8","Otawara, Soaring City",250,74
"9","Island",240,74.6
"10","Mountain",238,74.5
"11","Boseiju, Who Endures",237,74.1
"12","Mishra's Bauble",237,73.9
"13","Expressive Iteration",232,74.2
"14","Unholy Heat",219,73.8
"15","Forest",206,73.8
"16","Dragon's Rage Channeler",205,73.9
"17","Spirebluff Canal",203,73.9
"18","Arid Mesa",199,74.9
"19","Hallowed Fountain",199,76
"20","Polluted Delta",198,73.6
"21","Fiery Islet",196,73.9
"22","Wooded Foothills",192,74.9
"23","Bloodstained Mire",186,74.6
"24","Urza's Saga",186,74.2
"25","Stomping Ground",185,75.2
"26","Ledger Shredder",172,73.9
"27","Sacred Foundry",171,75.3
"28","Consider",159,74
"29","Teferi, Time Raveler",157,75.9
"30","Plains",156,74.4
"31","Blood Crypt",154,75
"32","Counterspell",153,74.5
"33","Breeding Pool",141,74.8
"34","Springleaf Drum",140,73.7
"35","Windswept Heath",139,75.7
"36","Swamp",135,72.7
"37","Fury",128,73.5
"38","Fable of the Mirror-Breaker",125,74.3
"39","Shadowspear",120,74
"40","Snow-Covered Island",119,74
"41","Wrenn and Six",115,75.7
"42","Prismatic Ending",110,76.5
"43","Murktide Regent",110,73.4
"44","Underworld Breach",107,75
"45","Marsh Flats",107,72.8
"46","Leyline Binding",103,76
"47","Stoneforge Mystic",101,73.6
"48","Temple Garden",98,73.1
"49","Kaldra Compleat",98,73.7
"50","Esper Sentinel",98,74
