"","CardNames","DeckCount","Winrate95Min"
"1","Hallowed Fountain",199,73.4
"2","Scalding Tarn",406,73.3
"3","Transmogrify",34,73.2
"4","Prismari Command",50,73.1
"5","Steam Vents",395,73.1
"6","Teferi, Time Raveler",157,73
"7","Prismatic Ending",110,72.9
"8","Flooded Strand",321,72.7
"9","Spell Pierce",271,72.6
"10","Lightning Bolt",399,72.6
"11","Burst Lightning",19,72.4
"12","Windswept Heath",139,72.4
"13","Sacred Foundry",171,72.4
"14","Stomping Ground",185,72.4
"15","Leyline Binding",103,72.3
"16","Island",240,72.3
"17","Indomitable Creativity",62,72.2
"18","Dress Down",67,72.2
"19","Wrenn and Six",115,72.2
"20","Arid Mesa",199,72.2
"21","Wooded Foothills",192,72.2
"22","Archon of Cruelty",63,72.1
"23","Mountain",238,72.1
"24","Misty Rainforest",289,72.1
"25","Blood Crypt",154,72
"26","Bloodstained Mire",186,71.9
"27","Supreme Verdict",46,71.8
"28","Dwarven Mine",63,71.8
"29","Fire // Ice",94,71.8
"30","Otawara, Soaring City",250,71.8
"31","Chalice of the Void",43,71.7
"32","Ketria Triome",95,71.7
"33","Breeding Pool",141,71.7
"34","Expressive Iteration",232,71.7
"35","Boseiju, Who Endures",237,71.7
"36","Counterspell",153,71.6
"37","Seachrome Coast",60,71.5
"38","Mishra's Bauble",237,71.5
"39","Ragavan, Nimble Pilferer",283,71.5
"40","Plains",156,71.4
"41","Urza's Saga",186,71.4
"42","Spirebluff Canal",203,71.4
"43","Underworld Breach",107,71.3
"44","Dragon's Rage Channeler",205,71.3
"45","Fiery Islet",196,71.3
"46","Unholy Heat",219,71.3
"47","Forest",206,71.3
"48","Mana Leak",26,71.2
"49","Raugrin Triome",77,71.1
"50","Consider",159,71.1
