"","SetCode","NoCopies","Winrate"
"1","MH2",9387,0.74
"2","LEA",4116,0.741
"3","ZEN",4102,0.746
"4","MH1",2865,0.741
"5","ONS",2848,0.746
"6","NEO",1828,0.742
"7","ELD",1434,0.743
"8","GPT",1432,0.75
"9","SNC",1116,0.741
"10","STX",1115,0.748
"11","KLD",1061,0.735
"12","DIS",1021,0.747
"13","WWK",990,0.758
"14","CSP",942,0.739
"15","LRW",925,0.727
"16","RAV",916,0.741
"17","M20",900,0.744
"18","WAR",888,0.755
"19","THB",806,0.743
"20","5DN",780,0.737
"21","MID",779,0.746
"22","NPH",748,0.736
"23","IKO",732,0.75
"24","SOM",665,0.735
"25","ATQ",653,0.733
"26","FUT",648,0.732
"27","MRD",607,0.748
"28","BRO",601,0.725
"29","AER",578,0.74
"30","ICE",570,0.744
"31","DMU",564,0.746
"32","CMD",531,0.745
"33","EMN",528,0.726
"34","DRK",495,0.733
"35","TSP",494,0.759
"36","ZNR",443,0.724
"37","ARB",414,0.757
"38","DKA",354,0.706
"39","APC",338,0.754
"40","AFR",318,0.737
"41","KTK",316,0.745
"42","MBS",312,0.732
"43","M11",302,0.746
"44","M21",300,0.74
"45","DGM",291,0.746
"46","PC2",276,0.754
"47","AVR",273,0.734
"48","ALA",270,0.736
"49","VOW",261,0.733
"50","RNA",259,0.741
"51","PLC",249,0.714
"52","PLS",243,0.739
"53","RTR",228,0.753
"54","ORI",222,0.754
"55","SOK",221,0.736
"56","HOU",210,0.733
"57","KHM",200,0.739
"58","ROE",198,0.743
"59","SHM",196,0.75
"60","CHK",191,0.737
"61","DST",191,0.728
"62","CON",189,0.75
"63","M19",178,0.744
"64","AKH",170,0.725
"65","DOM",144,0.75
"66","INV",143,0.74
"67","SOI",138,0.746
"68","MIR",134,0.707
"69","GTC",125,0.734
"70","STH",116,0.74
"71","DTK",107,0.731
"72","BFZ",105,0.737
"73","OGW",101,0.742
"74","GRN",93,0.772
"75","JOU",89,0.762
"76","EVE",70,0.703
"77","JUD",66,0.724
"78","MOR",65,0.746
"79","XLN",62,0.716
"80","ISD",55,0.76
"81","M13",50,0.777
"82","FRF",41,0.743
"83","M12",40,0.707
"84","ARN",30,0.773
"85","M10",30,0.76
"86","C14",16,0.73
"87","M15",14,0.724
"88","THS",13,0.781
"89","TMP",12,0.743
"90","P02",12,0.75
"91","ULG",11,0.684
"92","BOK",11,0.727
"93","WTH",10,0.833
"94","ODY",6,0.8
"95","LEG",5,0.765
"96","S99",1,0.778
