"","CardNames","DeckCount","WinrateAverage"
"1","Rite of Consumption",2,87.5
"2","Probe",2,75
"3","Hermetic Study",1,75
"4","Sagittars' Volley",1,75
"5","Echoing Calm",1,75
"6","Marauding Blight-Priest",1,75
"7","Kabira Crossroads",3,73.9
"8","Mulldrifter",4,72.4
"9","Dissenter's Deliverance",2,71.4
"10","Cartouche of Ambition",1,71.4
"11","Epicure of Blood",1,71.4
"12","Death Denied",1,71.4
"13","Highland Forest",1,71.4
"14","Tolarian Winds",1,71.4
"15","Crop Rotation",1,71.4
"16","Lava Dart",1,71.4
"17","Lash of Malice",1,71.4
"18","Cry of Contrition",1,71.4
"19","Collateral Damage",1,71.4
"20","Coral Net",22,69.3
"21","Nausea",2,69.2
"22","Phyresis",2,69.2
"23","Winter's Rest",10,68.7
"24","Patrician's Scorn",6,68.4
"25","Aura Fracture",8,68.3
"26","Envelop",4,67.9
"27","Ghostly Flicker",4,67.9
"28","Stone Rain",10,67.7
"29","Exclude",41,67.6
"30","Peppersmoke",5,67.6
"31","Inside Out",38,67.2
"32","Guardian of the Guildpact",13,66.7
"33","Parapet",9,66.7
"34","Rolling Thunder",5,66.7
"35","Mutagenic Growth",3,66.7
"36","Cartouche of Solidarity",2,66.7
"37","Stream of Thought",2,66.7
"38","Ethereal Haze",2,66.7
"39","Holy Day",2,66.7
"40","Mountain",2,66.7
"41","Tangle",1,66.7
"42","Memory Lapse",1,66.7
"43","Volcanic Upheaval",1,66.7
"44","Banehound",1,66.7
"45","Jhessian Thief",1,66.7
"46","Pristine Talisman",1,66.7
"47","Reclaiming Vines",1,66.7
"48","Quiet Disrepair",1,66.7
"49","Fourth Bridge Prowler",1,66.7
"50","Blightning",1,66.7
