"","SetCode","NoCopies","Winrate"
"1","MH2",1670,0.699
"2","LEA",872,0.705
"3","MH1",842,0.702
"4","ZEN",699,0.706
"5","ONS",563,0.708
"6","SOM",280,0.705
"7","ELD",273,0.699
"8","LRW",269,0.701
"9","WWK",264,0.698
"10","WAR",236,0.711
"11","5DN",234,0.688
"12","RAV",216,0.71
"13","DIS",210,0.699
"14","KLD",207,0.677
"15","NPH",203,0.685
"16","GPT",191,0.7
"17","IKO",190,0.707
"18","ZNR",186,0.708
"19","MRD",178,0.699
"20","ATQ",160,0.673
"21","M20",159,0.687
"22","CSP",157,0.683
"23","ICE",152,0.697
"24","TSP",149,0.706
"25","FUT",148,0.69
"26","THB",145,0.695
"27","RTR",144,0.71
"28","STX",136,0.685
"29","MID",134,0.726
"30","EMN",132,0.662
"31","ROE",128,0.693
"32","SHM",115,0.704
"33","MBS",105,0.674
"34","DKA",104,0.706
"35","CON",95,0.696
"36","AFR",90,0.702
"37","ARB",88,0.676
"38","KTK",85,0.71
"39","GTC",82,0.727
"40","CMD",77,0.712
"41","M19",77,0.672
"42","CHK",66,0.71
"43","AER",65,0.694
"44","AVR",62,0.735
"45","PC2",60,0.703
"46","ISD",59,0.705
"47","DRK",59,0.684
"48","RNA",56,0.682
"49","ALA",56,0.678
"50","SOK",54,0.684
"51","JOU",50,0.699
"52","M10",48,0.73
"53","APC",48,0.692
"54","DOM",46,0.701
"55","XLN",44,0.743
"56","AKH",43,0.676
"57","INV",40,0.648
"58","M11",39,0.702
"59","M21",37,0.675
"60","DTK",36,0.682
"61","PLC",35,0.727
"62","DST",35,0.677
"63","HOU",32,0.667
"64","GRN",29,0.691
"65","M12",28,0.7
"66","NEM",28,0.66
"67","SOI",26,0.647
"68","PLS",25,0.686
"69","DGM",24,0.769
"70","BFZ",23,0.663
"71","TMP",19,0.667
"72","MIR",16,0.758
"73","FRF",15,0.691
"74","MOR",13,0.772
"75","KHM",13,0.655
"76","EVE",11,0.75
"77","M13",10,0.643
"78","WTH",9,0.684
"79","OGW",9,0.639
"80","ULG",8,0.7
"81","STH",7,0.638
"82","ARN",6,0.688
"83","M15",3,0.684
"84","P02",3,0.75
"85","C14",3,0.682
"86","TOR",2,0.75
"87","LEG",2,0.714
"88","BNG",1,0.75
