"","CardNames","DeckCount","Winrate95Min"
"1","Elspeth, Sun's Nemesis",1,69.2
"2","Dovin's Veto",22,66.2
"3","Flusterstorm",34,65.7
"4","Force of Vigor",37,65.3
"5","Engineered Explosives",64,64.7
"6","Sunset Revelry",23,64.6
"7","Mystical Dispute",44,64.6
"8","Lurrus of the Dream-Den",51,64.6
"9","Endurance",32,64.4
"10","Rest in Peace",23,64
"11","Force of Negation",18,63.8
"12","Thoughtseize",26,63.7
"13","Nihil Spellbomb",24,63.2
"14","Wear // Tear",8,63.1
"15","Blood Moon",20,62.9
"16","Torpor Orb",30,62.6
"17","Alpine Moon",34,62.6
"18","Path to Exile",29,62.4
"19","Damn",4,62.1
"20","Teferi, Hero of Dominaria",4,62.1
"21","Yorion, Sky Nomad",8,62.1
"22","Kaheera, the Orphanguard",14,62.1
"23","Spreading Seas",20,62.1
"24","Klothys, God of Destiny",5,61.8
"25","Soul-Guide Lantern",19,61.8
"26","Chalice of the Void",33,61.6
"27","Void Mirror",27,61
"28","Smash to Smithereens",12,60.9
"29","Sanctifier en-Vec",28,60.9
"30","Leyline of the Void",7,60.4
"31","Celestial Purge",10,60.4
"32","Roiling Vortex",11,59.9
"33","Skullcrack",7,59.7
"34","Obsidian Charmaw",12,59.6
"35","Relic of Progenitus",20,59.5
"36","Deflecting Palm",10,59.2
"37","Pithing Needle",25,59.2
"38","Echoing Truth",4,58.9
"39","Outland Liberator",5,58.8
"40","Kor Firewalker",10,58.7
"41","Abrupt Decay",10,58.4
"42","Prismatic Ending",21,57.9
"43","Bloodchief's Thirst",4,57.8
"44","Obstinate Baloth",4,57.7
"45","Kozilek, Butcher of Truth",7,57.7
"46","Jace, the Mind Sculptor",11,57.3
"47","Dress Down",10,56.6
"48","Veil of Summer",11,56.6
"49","Emrakul, the Aeons Torn",10,56.4
"50","Surgical Extraction",3,56.3
