"","CardNames","DeckCount","WinrateAverage"
"1","Wooded Foothills",47,81.4
"2","Lightning Bolt",43,82
"3","Mountain",43,82.6
"4","Forest",37,79.7
"5","Plains",33,80.3
"6","Steam Vents",33,81.8
"7","Windswept Heath",31,81.5
"8","Temple Garden",28,81.2
"9","Island",26,81.7
"10","Misty Rainforest",26,81.7
"11","Bloodstained Mire",23,80.4
"12","Walking Ballista",23,78.3
"13","Scalding Tarn",22,81.8
"14","Sacred Foundry",22,81.8
"15","Stomping Ground",22,83
"16","Verdant Catacombs",19,78.9
"17","Utopia Sprawl",19,80.3
"18","Mishra's Bauble",18,79.2
"19","Arid Mesa",18,79.2
"20","Skyclave Apparition",18,77.8
"21","Spirebluff Canal",18,80.6
"22","Monastery Swiftspear",17,83.8
"23","Soul-Scar Mage",17,83.8
"24","Horizon Canopy",17,76.5
"25","Swamp",16,81.2
"26","Lava Dart",16,82.8
"27","Manamorphose",16,84.4
"28","Arbor Elf",16,78.1
"29","Noble Hierarch",16,78.1
"30","Teferi, Time Raveler",16,82.8
"31","Path to Exile",16,84.4
"32","Fatal Push",15,80
"33","Mutagenic Growth",15,83.3
"34","Auriok Champion",15,78.3
"35","Heliod, Sun-Crowned",15,78.3
"36","Ranger-Captain of Eos",15,78.3
"37","Collected Company",15,76.7
"38","Breeding Pool",15,86.7
"39","Opt",15,80
"40","Snapcaster Mage",14,80.4
"41","Conclave Mentor",14,76.8
"42","Spike Feeder",14,76.8
"43","Wrenn and Six",14,85.7
"44","Raugrin Triome",14,82.1
"45","Sprite Dragon",14,82.1
"46","Blood Crypt",13,80.8
"47","Gavony Township",13,76.9
"48","Hallowed Fountain",12,81.2
"49","Cavern of Souls",12,79.2
"50","Prismatic Vista",12,83.3
